,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
"Korea, South",11170.0,31.0,19.0,89.0,22.0,3318.0,173.0,78.0,41.0,9.0,231.0,544.0,46.0,187.0,12.0,474.0,49.0,19.0,34.0,37.0,36.0,5.0,394.0,155.0,164.0,45.0,11.0,72.0,,14.0,105.0,7.0,801.0,18.0,1018.0,182.0,,88.0,81.0,86.0,327.0,0.0,11.0,78.0,8.0,86.0,607.0,3.0,,29.0,,659.0,525.0,5.0,37.0,3.0,89
Kosovo,590.0,0.0,,14.0,0.0,11.0,,38.0,0.0,0.0,21.0,16.0,0.0,,,19.0,0.0,7.0,0.0,25.0,5.0,0.0,10.0,13.0,23.0,,,4.0,0.0,0.0,,4.0,41.0,0.0,203.0,9.0,0.0,6.0,6.0,,20.0,0.0,0.0,0.0,,8.0,30.0,0.0,0.0,5.0,,13.0,7.0,0.0,16.0,0.0,3
Kuwait,919.0,12.0,0.0,19.0,,136.0,6.0,11.0,3.0,0.0,63.0,18.0,0.0,,,68.0,13.0,,6.0,5.0,22.0,,13.0,20.0,40.0,6.0,5.0,8.0,0.0,,5.0,3.0,44.0,,46.0,50.0,0.0,43.0,8.0,12.0,18.0,,5.0,6.0,0.0,16.0,104.0,0.0,,0.0,0.0,36.0,16.0,,12.0,0.0,7
Kyrgyzstan,380.0,0.0,,4.0,3.0,59.0,4.0,0.0,,,15.0,9.0,0.0,,3.0,10.0,,,,,,0.0,12.0,14.0,4.0,4.0,,4.0,,0.0,3.0,,10.0,,57.0,4.0,,9.0,,14.0,9.0,0.0,,3.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,15.0,68.0,0.0,6.0,0.0,2
Laos,2743.0,19.0,22.0,8.0,45.0,721.0,30.0,18.0,4.0,0.0,46.0,80.0,0.0,6.0,4.0,39.0,6.0,36.0,22.0,5.0,10.0,,17.0,49.0,42.0,567.0,,10.0,0.0,13.0,18.0,5.0,8.0,7.0,14.0,82.0,0.0,34.0,21.0,36.0,23.0,0.0,27.0,17.0,,45.0,114.0,0.0,0.0,18.0,0.0,26.0,94.0,0.0,310.0,0.0,20
Latvia,342.0,,0.0,3.0,0.0,48.0,5.0,3.0,,0.0,27.0,8.0,0.0,,,34.0,3.0,,,3.0,,0.0,7.0,21.0,3.0,10.0,0.0,3.0,0.0,0.0,3.0,3.0,18.0,,77.0,4.0,0.0,8.0,,3.0,7.0,0.0,0.0,,,3.0,8.0,0.0,,,0.0,,6.0,0.0,5.0,0.0,1
Lebanon,3266.0,12.0,,41.0,,674.0,7.0,29.0,,4.0,210.0,71.0,0.0,,,68.0,11.0,6.0,12.0,10.0,14.0,3.0,37.0,289.0,548.0,38.0,3.0,14.0,0.0,4.0,37.0,21.0,108.0,3.0,177.0,44.0,4.0,125.0,21.0,14.0,73.0,4.0,17.0,25.0,,16.0,268.0,0.0,0.0,3.0,,117.0,32.0,9.0,11.0,,21
Lesotho,7.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Liberia,3360.0,8.0,0.0,80.0,0.0,94.0,21.0,31.0,38.0,7.0,43.0,177.0,0.0,7.0,4.0,63.0,28.0,14.0,5.0,16.0,6.0,,289.0,142.0,38.0,444.0,,39.0,,10.0,9.0,16.0,282.0,0.0,148.0,122.0,10.0,64.0,16.0,10.0,575.0,0.0,137.0,10.0,12.0,25.0,148.0,0.0,0.0,8.0,0.0,85.0,29.0,3.0,15.0,0.0,28
Libya,173.0,0.0,0.0,,,32.0,3.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,8.0,,0.0,,,,,3.0,8.0,7.0,,0.0,6.0,0.0,,4.0,0.0,14.0,0.0,10.0,3.0,0.0,13.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,0.0,5.0,4.0,,,0.0,3
Liechtenstein,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lithuania,843.0,0.0,0.0,,0.0,58.0,24.0,15.0,0.0,0.0,69.0,12.0,0.0,0.0,,366.0,,,,3.0,0.0,,7.0,19.0,8.0,5.0,0.0,,0.0,,14.0,,40.0,,52.0,14.0,0.0,23.0,,6.0,18.0,0.0,,4.0,0.0,4.0,10.0,0.0,0.0,4.0,0.0,14.0,21.0,0.0,16.0,0.0,2
Luxembourg,18.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0
Macau,94.0,0.0,0.0,,0.0,54.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,,,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,14.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0
Macedonia,682.0,0.0,13.0,5.0,,27.0,,38.0,0.0,,31.0,,0.0,0.0,0.0,84.0,31.0,3.0,,0.0,3.0,,,7.0,58.0,,0.0,,0.0,0.0,10.0,6.0,130.0,0.0,132.0,3.0,,19.0,0.0,0.0,5.0,0.0,,0.0,0.0,0.0,24.0,0.0,0.0,,0.0,6.0,3.0,0.0,18.0,0.0,10
Madagascar,55.0,0.0,0.0,,,6.0,,,0.0,0.0,7.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,1
Malawi,80.0,0.0,0.0,,,10.0,0.0,,0.0,0.0,6.0,5.0,0.0,0.0,0.0,3.0,6.0,,,,0.0,0.0,7.0,,3.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,5.0,,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,,0.0,3.0,,0.0,0.0,0.0,0
Malaysia,1211.0,8.0,,14.0,4.0,334.0,14.0,6.0,,,48.0,56.0,0.0,14.0,,43.0,12.0,,6.0,8.0,10.0,0.0,15.0,25.0,13.0,18.0,,5.0,0.0,5.0,9.0,3.0,53.0,,155.0,16.0,0.0,17.0,14.0,9.0,35.0,0.0,4.0,3.0,,9.0,119.0,0.0,,5.0,0.0,26.0,52.0,0.0,7.0,0.0,4
Maldives,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mali,200.0,,,4.0,0.0,3.0,15.0,,,0.0,4.0,11.0,0.0,,0.0,,,,0.0,,0.0,,22.0,,4.0,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,38.0,0.0,0.0,6.0,0.0,,35.0,0.0,3.0,,0.0,0.0,11.0,0.0,0.0,3.0,0.0,4.0,6.0,0.0,,0.0,5
Malta,46.0,0.0,0.0,,0.0,5.0,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,4.0,,0.0,,0.0,0
Marshall Islands,21.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0
Martinique,14.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Mauritania,281.0,0.0,,,0.0,3.0,6.0,0.0,,,,8.0,0.0,0.0,0.0,7.0,,,,20.0,,0.0,3.0,8.0,,0.0,,,0.0,0.0,4.0,0.0,3.0,0.0,75.0,3.0,0.0,78.0,,0.0,17.0,0.0,0.0,0.0,0.0,13.0,,0.0,0.0,0.0,0.0,13.0,0.0,0.0,,0.0,0
Mauritius,79.0,0.0,0.0,,0.0,12.0,,,,,3.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,6.0,4.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0
Mexico,67062.0,191.0,42.0,3768.0,352.0,24446.0,1558.0,97.0,127.0,15.0,1637.0,1237.0,10.0,98.0,410.0,4134.0,543.0,304.0,601.0,149.0,141.0,8.0,230.0,125.0,487.0,370.0,113.0,314.0,19.0,350.0,1302.0,20.0,354.0,1164.0,761.0,838.0,7.0,233.0,518.0,917.0,374.0,47.0,23.0,170.0,19.0,321.0,14416.0,,0.0,674.0,,430.0,1641.0,21.0,515.0,81.0,337
"Micronesia, Federated States",84.0,0.0,,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,,3.0,8.0,0.0,,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,4.0,,,0.0,0.0,,0.0,,10.0,0.0,0.0,,0.0,17.0,8.0,0.0,0.0,0.0,0
Moldova,1235.0,3.0,3.0,7.0,0.0,252.0,24.0,6.0,0.0,3.0,44.0,40.0,0.0,,,28.0,,6.0,,,3.0,0.0,20.0,85.0,5.0,29.0,,5.0,0.0,,,3.0,20.0,,125.0,28.0,0.0,10.0,5.0,50.0,42.0,0.0,,,0.0,10.0,15.0,0.0,0.0,7.0,,31.0,300.0,0.0,3.0,0.0,4
Monaco,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mongolia,157.0,,0.0,0.0,0.0,46.0,9.0,,0.0,,5.0,,0.0,,,17.0,,,0.0,0.0,0.0,0.0,4.0,,0.0,,0.0,,0.0,,,0.0,7.0,,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,10.0,,17.0,3.0,0.0,7.0,0.0,1
Montenegro,167.0,0.0,0.0,,0.0,7.0,,,0.0,0.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,,0.0,0.0,,0.0,5.0,0.0,109.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0
Montserrat,57.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,1
Morocco,3710.0,10.0,,30.0,,259.0,67.0,94.0,17.0,10.0,421.0,98.0,0.0,,0.0,163.0,32.0,12.0,7.0,23.0,11.0,0.0,94.0,436.0,23.0,24.0,8.0,28.0,,5.0,26.0,11.0,174.0,3.0,470.0,106.0,3.0,112.0,32.0,17.0,209.0,,27.0,37.0,,21.0,165.0,0.0,,,0.0,324.0,47.0,4.0,22.0,0.0,16
Mozambique,41.0,0.0,0.0,,0.0,5.0,,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0
Namibia,38.0,0.0,0.0,0.0,0.0,5.0,4.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0
Nauru,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0
Nepal,2185.0,15.0,3.0,14.0,,237.0,121.0,45.0,0.0,7.0,43.0,75.0,0.0,8.0,5.0,64.0,7.0,8.0,10.0,40.0,4.0,,161.0,141.0,30.0,41.0,,20.0,0.0,37.0,6.0,30.0,34.0,8.0,266.0,32.0,3.0,7.0,18.0,11.0,33.0,0.0,9.0,30.0,3.0,5.0,268.0,0.0,0.0,9.0,,200.0,46.0,,15.0,0.0,9
Netherlands,691.0,3.0,4.0,18.0,3.0,101.0,25.0,16.0,4.0,,66.0,25.0,0.0,7.0,,19.0,7.0,,,7.0,5.0,3.0,19.0,20.0,16.0,11.0,,6.0,,,8.0,,27.0,5.0,38.0,19.0,0.0,18.0,3.0,11.0,14.0,4.0,,4.0,0.0,4.0,52.0,0.0,,,,30.0,31.0,0.0,9.0,,8
Netherlands Antilles,56.0,,0.0,,0.0,,0.0,0.0,,0.0,21.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0
New Zealand,495.0,4.0,,16.0,0.0,141.0,20.0,4.0,,4.0,20.0,10.0,3.0,13.0,4.0,13.0,3.0,4.0,,,4.0,,7.0,13.0,5.0,3.0,5.0,4.0,,0.0,7.0,4.0,11.0,6.0,26.0,11.0,,0.0,,10.0,5.0,0.0,,,0.0,4.0,30.0,0.0,,10.0,0.0,17.0,28.0,0.0,8.0,0.0,3
Nicaragua,4047.0,15.0,,27.0,9.0,814.0,22.0,15.0,,7.0,1999.0,43.0,0.0,8.0,,30.0,8.0,5.0,10.0,7.0,59.0,0.0,105.0,14.0,3.0,7.0,7.0,8.0,0.0,7.0,48.0,,94.0,4.0,115.0,84.0,0.0,13.0,7.0,8.0,25.0,7.0,4.0,10.0,0.0,12.0,208.0,0.0,0.0,9.0,,100.0,27.0,,9.0,,25
Niger,89.0,,0.0,0.0,0.0,,0.0,,,,3.0,,0.0,0.0,0.0,,8.0,,0.0,5.0,0.0,0.0,14.0,,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,7.0,6.0,0.0,7.0,,0.0,6.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,4.0,3.0,0.0,0.0,0.0,3
Nigeria,9126.0,35.0,7.0,94.0,15.0,723.0,47.0,62.0,61.0,47.0,257.0,784.0,0.0,9.0,4.0,508.0,114.0,19.0,42.0,28.0,46.0,5.0,1184.0,251.0,157.0,192.0,16.0,85.0,0.0,24.0,40.0,15.0,518.0,7.0,854.0,208.0,,175.0,74.0,21.0,261.0,0.0,63.0,53.0,,100.0,1539.0,,,10.0,3.0,151.0,60.0,4.0,51.0,3.0,94
Norway,91.0,0.0,,0.0,0.0,15.0,3.0,0.0,0.0,,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,10.0,3.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,11.0,0.0,0.0,0.0,,,14.0,0.0,,0.0,0
Oman,30.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,0
Pakistan,11601.0,51.0,,81.0,24.0,1361.0,68.0,162.0,39.0,6.0,450.0,436.0,,4.0,,863.0,64.0,27.0,61.0,57.0,82.0,4.0,441.0,175.0,281.0,97.0,21.0,130.0,,15.0,53.0,23.0,777.0,15.0,1777.0,194.0,,138.0,63.0,24.0,385.0,0.0,25.0,34.0,,54.0,1952.0,0.0,3.0,28.0,4.0,696.0,148.0,14.0,102.0,4.0,79
Palau,71.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,,,4.0,11.0,0.0,,0.0,0.0,,,0.0,0.0,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0
Panama,1215.0,13.0,,19.0,7.0,104.0,10.0,6.0,3.0,3.0,256.0,91.0,,,,20.0,6.0,,6.0,5.0,14.0,,33.0,25.0,10.0,10.0,11.0,7.0,,3.0,13.0,,27.0,,146.0,45.0,0.0,7.0,8.0,4.0,14.0,10.0,,17.0,0.0,17.0,130.0,,0.0,5.0,0.0,48.0,26.0,,,,13
Papua New Guinea,16.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
Paraguay,212.0,,,,0.0,16.0,3.0,11.0,0.0,0.0,24.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,,14.0,0.0,,,,,0.0,0.0,,0.0,22.0,0.0,70.0,3.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,2
Peru,8551.0,22.0,8.0,78.0,10.0,1264.0,94.0,179.0,13.0,22.0,2142.0,207.0,,30.0,16.0,152.0,42.0,7.0,19.0,36.0,28.0,9.0,281.0,160.0,28.0,35.0,10.0,25.0,15.0,18.0,81.0,11.0,1022.0,12.0,773.0,157.0,,76.0,55.0,32.0,124.0,27.0,15.0,27.0,6.0,26.0,368.0,0.0,0.0,121.0,5.0,436.0,113.0,11.0,41.0,3.0,55
Philippines,35465.0,105.0,257.0,601.0,61.0,14144.0,206.0,258.0,87.0,29.0,1512.0,378.0,424.0,1378.0,35.0,1710.0,191.0,74.0,87.0,102.0,103.0,39.0,871.0,218.0,334.0,174.0,66.0,225.0,12.0,44.0,1353.0,51.0,1860.0,83.0,1508.0,396.0,30.0,280.0,130.0,239.0,470.0,5.0,30.0,200.0,32.0,156.0,2176.0,5.0,22.0,98.0,6.0,929.0,1294.0,47.0,137.0,16.0,187
Poland,8038.0,8.0,7.0,91.0,,324.0,76.0,454.0,14.0,9.0,333.0,58.0,,16.0,5.0,2551.0,36.0,4.0,4.0,11.0,8.0,4.0,65.0,260.0,156.0,23.0,,19.0,,3.0,62.0,21.0,1040.0,6.0,1458.0,61.0,3.0,84.0,8.0,19.0,242.0,,35.0,14.0,8.0,27.0,124.0,0.0,0.0,11.0,12.0,73.0,66.0,3.0,65.0,0.0,51
Portugal,1266.0,,0.0,7.0,0.0,91.0,,72.0,,,65.0,10.0,0.0,,3.0,7.0,,4.0,,0.0,,0.0,21.0,267.0,7.0,,0.0,0.0,0.0,0.0,,4.0,376.0,,118.0,8.0,0.0,,3.0,,20.0,,81.0,6.0,,4.0,12.0,0.0,,0.0,0.0,26.0,6.0,0.0,,,20
Qatar,115.0,3.0,0.0,,0.0,21.0,,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,3.0,0.0,0.0,5.0,,,0.0,3.0,,4.0,,,4.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,,0.0,5.0,0.0,,4.0,0.0,0.0,,0.0,3.0,22.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0
Reunion,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Romania,4385.0,17.0,4.0,162.0,6.0,546.0,62.0,51.0,18.0,9.0,332.0,210.0,,9.0,22.0,463.0,32.0,7.0,10.0,9.0,10.0,10.0,58.0,113.0,276.0,34.0,5.0,36.0,7.0,9.0,55.0,21.0,140.0,14.0,409.0,78.0,,204.0,15.0,110.0,160.0,,7.0,25.0,5.0,31.0,184.0,,0.0,9.0,6.0,89.0,245.0,6.0,22.0,,17
Russia,7566.0,23.0,33.0,74.0,11.0,1419.0,191.0,87.0,14.0,15.0,486.0,161.0,,20.0,27.0,283.0,54.0,24.0,24.0,26.0,11.0,17.0,183.0,421.0,109.0,120.0,9.0,74.0,12.0,18.0,90.0,29.0,330.0,17.0,1015.0,98.0,6.0,180.0,36.0,146.0,288.0,3.0,20.0,50.0,6.0,39.0,289.0,,,35.0,11.0,168.0,634.0,4.0,70.0,5.0,47
Rwanda,278.0,0.0,0.0,3.0,,19.0,,3.0,4.0,3.0,10.0,14.0,0.0,,0.0,9.0,7.0,3.0,0.0,5.0,3.0,,10.0,12.0,11.0,8.0,0.0,,0.0,0.0,,8.0,,0.0,21.0,10.0,,19.0,0.0,4.0,11.0,0.0,,,0.0,12.0,35.0,0.0,0.0,3.0,4.0,8.0,,0.0,,0.0,2
Saint Kitts-Nevis,305.0,,0.0,0.0,0.0,8.0,0.0,,,0.0,51.0,16.0,0.0,,0.0,,0.0,,3.0,0.0,0.0,0.0,10.0,6.0,,,0.0,0.0,0.0,,,,9.0,0.0,64.0,7.0,0.0,,6.0,0.0,,4.0,,,0.0,0.0,6.0,0.0,78.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1
Saint Lucia,554.0,,0.0,,0.0,8.0,,21.0,10.0,0.0,87.0,17.0,0.0,,0.0,,,0.0,,,,0.0,18.0,13.0,3.0,3.0,0.0,,0.0,0.0,3.0,0.0,25.0,,174.0,7.0,0.0,,,0.0,4.0,,4.0,8.0,0.0,0.0,48.0,,62.0,0.0,0.0,14.0,,0.0,,0.0,4
Saint Vincent and the Grenadines,375.0,0.0,0.0,,0.0,6.0,,5.0,3.0,,37.0,18.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,202.0,3.0,0.0,,,0.0,11.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,13.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1
Samoa,154.0,0.0,8.0,,0.0,47.0,3.0,,0.0,0.0,3.0,,,28.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,23.0,0.0,,12.0,,0.0,0.0,2
San Marino,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sao Tome and Principe,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Saudi Arabia,739.0,9.0,0.0,5.0,,109.0,6.0,11.0,,,38.0,10.0,0.0,0.0,0.0,51.0,3.0,3.0,3.0,3.0,3.0,0.0,18.0,25.0,46.0,11.0,,9.0,0.0,0.0,6.0,0.0,40.0,0.0,42.0,14.0,,35.0,7.0,5.0,27.0,0.0,,9.0,0.0,10.0,91.0,0.0,,3.0,0.0,49.0,17.0,,7.0,0.0,5
Senegal,633.0,3.0,,5.0,,31.0,11.0,4.0,0.0,8.0,18.0,58.0,,3.0,0.0,9.0,15.0,,,11.0,,0.0,57.0,21.0,16.0,12.0,,6.0,0.0,0.0,,0.0,17.0,3.0,108.0,17.0,0.0,57.0,,3.0,14.0,,20.0,,0.0,10.0,28.0,0.0,0.0,0.0,0.0,28.0,14.0,,7.0,,4
