,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Bhutan,6109.0,0.0,0.0,346.0,0.0,238.0,318.0,0.0,0.0,,113.0,628.0,0.0,0.0,158.0,202.0,0.0,40.0,66.0,188.0,,0.0,162.0,167.0,161.0,78.0,0.0,92.0,0.0,6.0,33.0,271.0,22.0,15.0,354.0,156.0,127.0,275.0,0.0,109.0,330.0,0.0,,0.0,30.0,73.0,560.0,0.0,0.0,167.0,128.0,137.0,352.0,0.0,0.0,0.0,0
Bolivia,2253.0,8.0,8.0,11.0,,204.0,23.0,17.0,,13.0,342.0,18.0,,,,24.0,8.0,3.0,8.0,6.0,,,187.0,43.0,,13.0,,15.0,,,14.0,,73.0,4.0,179.0,17.0,,5.0,9.0,4.0,12.0,4.0,55.0,12.0,0.0,5.0,126.0,0.0,0.0,19.0,0.0,725.0,13.0,0.0,9.0,0.0,0
Bosnia-Herzegovina,946.0,,,26.0,0.0,79.0,20.0,19.0,4.0,3.0,61.0,43.0,0.0,,17.0,72.0,12.0,48.0,,22.0,,,3.0,30.0,40.0,12.0,,78.0,0.0,7.0,12.0,14.0,19.0,0.0,81.0,8.0,5.0,22.0,,5.0,34.0,0.0,,5.0,,9.0,37.0,0.0,0.0,16.0,6.0,20.0,31.0,,10.0,0.0,0
Botswana,66.0,0.0,0.0,5.0,0.0,6.0,,,0.0,,,5.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,7.0,,,,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,,0.0,,0.0,,3.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,5.0,0.0,0
Brazil,12258.0,51.0,13.0,92.0,17.0,1388.0,121.0,377.0,10.0,25.0,2781.0,450.0,0.0,53.0,16.0,228.0,58.0,22.0,48.0,30.0,82.0,16.0,215.0,1812.0,113.0,63.0,24.0,86.0,6.0,15.0,86.0,63.0,1029.0,14.0,950.0,142.0,5.0,123.0,28.0,43.0,178.0,12.0,62.0,84.0,,64.0,555.0,,,171.0,18.0,195.0,161.0,5.0,49.0,5.0,0
British Virgin Islands,46.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,5.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Brunei,20.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0
Bulgaria,2570.0,9.0,7.0,41.0,7.0,298.0,39.0,19.0,14.0,14.0,204.0,78.0,0.0,11.0,4.0,433.0,21.0,21.0,17.0,10.0,17.0,12.0,63.0,132.0,41.0,19.0,0.0,40.0,5.0,7.0,87.0,4.0,81.0,5.0,257.0,36.0,5.0,35.0,7.0,19.0,60.0,,,34.0,,11.0,115.0,0.0,0.0,13.0,3.0,84.0,91.0,4.0,31.0,0.0,0
Burkina Faso,377.0,,0.0,,,7.0,5.0,,0.0,7.0,,13.0,0.0,0.0,,15.0,8.0,,,,0.0,,30.0,3.0,0.0,6.0,0.0,,0.0,6.0,0.0,,38.0,0.0,130.0,,,14.0,,,12.0,,,,0.0,,23.0,0.0,0.0,3.0,0.0,5.0,11.0,,7.0,0.0,0
Burma,12925.0,7.0,,341.0,3.0,1099.0,325.0,96.0,9.0,,315.0,532.0,0.0,8.0,52.0,443.0,1284.0,231.0,213.0,177.0,31.0,,418.0,136.0,316.0,564.0,3.0,180.0,0.0,472.0,20.0,3.0,105.0,4.0,1269.0,570.0,,162.0,321.0,103.0,268.0,0.0,0.0,46.0,83.0,204.0,1716.0,0.0,,164.0,44.0,136.0,281.0,9.0,153.0,0.0,0
Burundi,841.0,12.0,0.0,28.0,0.0,11.0,17.0,3.0,0.0,0.0,7.0,23.0,0.0,0.0,31.0,24.0,,71.0,4.0,17.0,,11.0,16.0,27.0,10.0,,0.0,16.0,0.0,12.0,0.0,25.0,0.0,8.0,60.0,27.0,9.0,48.0,,17.0,28.0,0.0,11.0,14.0,12.0,17.0,142.0,0.0,0.0,20.0,11.0,37.0,10.0,0.0,0.0,0.0,0
Cambodia,2986.0,8.0,5.0,35.0,5.0,921.0,35.0,37.0,,,95.0,51.0,0.0,5.0,,37.0,4.0,6.0,20.0,27.0,9.0,20.0,42.0,345.0,18.0,140.0,6.0,24.0,0.0,3.0,12.0,11.0,22.0,,45.0,52.0,,46.0,6.0,23.0,142.0,0.0,61.0,19.0,,21.0,243.0,0.0,0.0,30.0,0.0,102.0,228.0,0.0,17.0,0.0,0
Cameroon,4161.0,26.0,3.0,27.0,18.0,209.0,36.0,7.0,40.0,68.0,74.0,222.0,0.0,4.0,,119.0,24.0,,23.0,36.0,24.0,6.0,1384.0,180.0,58.0,163.0,3.0,28.0,,16.0,16.0,5.0,99.0,9.0,190.0,67.0,9.0,111.0,44.0,5.0,79.0,0.0,4.0,21.0,0.0,26.0,408.0,0.0,3.0,14.0,,187.0,26.0,4.0,26.0,4.0,0
Canada,13328.0,76.0,54.0,382.0,38.0,2144.0,239.0,194.0,19.0,30.0,1072.0,362.0,,94.0,78.0,407.0,162.0,70.0,67.0,74.0,68.0,88.0,189.0,457.0,638.0,207.0,42.0,127.0,52.0,40.0,167.0,74.0,373.0,44.0,1192.0,308.0,61.0,332.0,67.0,152.0,350.0,5.0,31.0,157.0,17.0,199.0,942.0,,,136.0,47.0,266.0,718.0,33.0,161.0,20.0,0
Cape Verde,1668.0,0.0,0.0,0.0,0.0,,0.0,31.0,0.0,0.0,22.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1224.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,11.0,,0.0,0.0,0.0,0.0,6.0,0.0,335.0,0.0,0.0,4.0,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cayman Islands,52.0,0.0,0.0,0.0,0.0,,,,,0.0,22.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Central African Republic,101.0,0.0,0.0,5.0,0.0,3.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,5.0,13.0,,,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,0.0,12.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8.0,0.0,0.0,7.0,0.0,4.0,,0.0,0.0,0.0,0
Chad,120.0,0.0,,3.0,0.0,,,3.0,0.0,,,0.0,0.0,0.0,0.0,,16.0,0.0,0.0,3.0,,,17.0,4.0,,,0.0,,0.0,0.0,0.0,0.0,12.0,0.0,16.0,0.0,0.0,4.0,0.0,,14.0,0.0,0.0,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,0
Chile,1950.0,,3.0,22.0,8.0,255.0,35.0,21.0,6.0,10.0,476.0,50.0,0.0,,11.0,27.0,7.0,,12.0,4.0,6.0,0.0,61.0,50.0,10.0,17.0,5.0,10.0,3.0,4.0,22.0,3.0,116.0,7.0,225.0,44.0,0.0,14.0,,26.0,33.0,15.0,,9.0,0.0,7.0,103.0,0.0,0.0,98.0,,42.0,49.0,0.0,12.0,,0
"China, People's Republic",70863.0,315.0,51.0,542.0,169.0,18680.0,605.0,648.0,123.0,115.0,1620.0,1063.0,68.0,595.0,151.0,2134.0,593.0,226.0,289.0,275.0,324.0,103.0,1530.0,2631.0,1040.0,650.0,129.0,561.0,41.0,139.0,571.0,132.0,2253.0,151.0,18859.0,872.0,56.0,1061.0,240.0,745.0,2027.0,78.0,154.0,255.0,58.0,557.0,3280.0,,90.0,251.0,,1350.0,1749.0,83.0,494.0,50.0,0
Colombia,22406.0,56.0,28.0,137.0,31.0,1159.0,93.0,435.0,39.0,33.0,8277.0,729.0,0.0,,23.0,379.0,75.0,25.0,56.0,47.0,83.0,14.0,325.0,596.0,78.0,74.0,26.0,57.0,4.0,42.0,104.0,59.0,2465.0,29.0,3089.0,386.0,4.0,115.0,56.0,46.0,334.0,164.0,238.0,251.0,6.0,90.0,1352.0,,6.0,107.0,7.0,337.0,142.0,10.0,77.0,5.0,0
Comoros,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Congo, Democratic Republic",1764.0,5.0,9.0,59.0,0.0,56.0,54.0,42.0,,0.0,9.0,110.0,0.0,0.0,15.0,135.0,11.0,27.0,8.0,54.0,18.0,20.0,61.0,62.0,14.0,10.0,0.0,43.0,0.0,26.0,4.0,36.0,9.0,4.0,95.0,205.0,3.0,34.0,11.0,5.0,41.0,0.0,3.0,10.0,29.0,16.0,261.0,0.0,0.0,25.0,11.0,68.0,29.0,,14.0,0.0,0
"Congo, Republic",968.0,10.0,,39.0,0.0,37.0,17.0,11.0,0.0,5.0,11.0,48.0,0.0,0.0,8.0,81.0,6.0,33.0,5.0,13.0,9.0,,42.0,31.0,10.0,10.0,,29.0,0.0,16.0,0.0,10.0,15.0,0.0,63.0,88.0,9.0,21.0,4.0,7.0,33.0,0.0,3.0,4.0,10.0,21.0,119.0,0.0,0.0,13.0,10.0,32.0,22.0,0.0,9.0,0.0,0
Cook Islands,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Costa Rica,2164.0,11.0,,21.0,12.0,207.0,31.0,43.0,5.0,6.0,435.0,67.0,0.0,4.0,5.0,22.0,10.0,4.0,9.0,6.0,22.0,,48.0,24.0,19.0,10.0,10.0,9.0,,,28.0,,412.0,4.0,128.0,119.0,,20.0,6.0,11.0,53.0,24.0,3.0,40.0,,27.0,118.0,,,13.0,,50.0,22.0,,26.0,4.0,0
Cote d'Ivoire,1621.0,4.0,,30.0,0.0,49.0,16.0,24.0,,10.0,20.0,105.0,0.0,0.0,,44.0,19.0,29.0,,10.0,5.0,0.0,162.0,48.0,24.0,48.0,0.0,26.0,0.0,13.0,11.0,8.0,57.0,,359.0,43.0,17.0,44.0,4.0,19.0,100.0,0.0,25.0,5.0,19.0,17.0,86.0,,0.0,10.0,,55.0,27.0,,15.0,,0
Croatia,357.0,0.0,0.0,5.0,0.0,58.0,5.0,5.0,,,24.0,14.0,0.0,,0.0,29.0,4.0,,0.0,0.0,,0.0,15.0,11.0,5.0,3.0,,15.0,,0.0,8.0,0.0,16.0,0.0,68.0,3.0,0.0,9.0,,3.0,9.0,,0.0,,0.0,0.0,14.0,0.0,0.0,3.0,0.0,10.0,4.0,0.0,4.0,0.0,0
Cuba,33573.0,20.0,4.0,282.0,5.0,450.0,49.0,50.0,8.0,11.0,27301.0,261.0,0.0,,,121.0,27.0,10.0,41.0,522.0,112.0,,38.0,31.0,126.0,9.0,14.0,137.0,0.0,172.0,620.0,4.0,652.0,92.0,416.0,166.0,,25.0,21.0,111.0,171.0,99.0,6.0,24.0,,100.0,1023.0,,,33.0,0.0,120.0,58.0,0.0,23.0,0.0,0
Cyprus,122.0,0.0,0.0,3.0,0.0,15.0,0.0,3.0,0.0,,10.0,5.0,0.0,0.0,0.0,3.0,,,,0.0,0.0,0.0,3.0,8.0,,,0.0,0.0,0.0,0.0,,0.0,11.0,0.0,24.0,,0.0,,,0.0,5.0,0.0,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,,0.0,,0.0,0
Czech Republic,190.0,3.0,,9.0,0.0,23.0,,,,11.0,13.0,4.0,0.0,0.0,0.0,14.0,,0.0,0.0,0.0,,0.0,8.0,,5.0,0.0,0.0,4.0,,0.0,5.0,0.0,5.0,0.0,23.0,4.0,3.0,3.0,,6.0,9.0,0.0,0.0,,0.0,,4.0,0.0,0.0,,4.0,5.0,7.0,0.0,,0.0,0
"Czechoslovakia, former",750.0,18.0,,15.0,,114.0,20.0,7.0,,9.0,137.0,25.0,0.0,3.0,,67.0,6.0,,,4.0,5.0,,7.0,22.0,17.0,5.0,4.0,5.0,,,6.0,5.0,26.0,,70.0,23.0,0.0,10.0,0.0,10.0,20.0,0.0,,3.0,0.0,15.0,15.0,0.0,0.0,5.0,0.0,16.0,18.0,0.0,4.0,0.0,0
Denmark,518.0,0.0,,,0.0,101.0,6.0,17.0,,,35.0,27.0,0.0,3.0,,9.0,9.0,,,,,,9.0,14.0,9.0,5.0,,4.0,3.0,0.0,4.0,,36.0,3.0,58.0,14.0,,6.0,,13.0,4.0,,,0.0,0.0,7.0,40.0,0.0,0.0,4.0,,18.0,30.0,0.0,5.0,,0
Djibouti,37.0,0.0,0.0,,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,,,0.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0
Dominica,366.0,,3.0,0.0,0.0,7.0,0.0,6.0,,0.0,35.0,12.0,0.0,0.0,0.0,10.0,,0.0,0.0,,3.0,,8.0,15.0,,,0.0,5.0,0.0,0.0,0.0,0.0,23.0,0.0,118.0,,0.0,0.0,,0.0,3.0,0.0,,,0.0,0.0,16.0,0.0,77.0,0.0,0.0,7.0,,0.0,,0.0,0
Dominican Republic,53870.0,18.0,67.0,50.0,14.0,172.0,28.0,830.0,50.0,152.0,3900.0,264.0,0.0,,7.0,166.0,63.0,15.0,10.0,17.0,108.0,24.0,498.0,4149.0,122.0,41.0,28.0,33.0,0.0,19.0,47.0,190.0,8444.0,12.0,26249.0,299.0,0.0,145.0,10.0,15.0,2077.0,3216.0,1204.0,35.0,5.0,42.0,275.0,,394.0,36.0,5.0,232.0,27.0,,58.0,,0
Ecuador,11492.0,5.0,4.0,36.0,7.0,429.0,23.0,431.0,16.0,8.0,1447.0,106.0,0.0,4.0,10.0,405.0,32.0,8.0,20.0,13.0,17.0,5.0,181.0,149.0,26.0,99.0,14.0,32.0,,9.0,37.0,7.0,2221.0,10.0,4562.0,228.0,4.0,34.0,15.0,22.0,201.0,18.0,12.0,45.0,3.0,40.0,240.0,,0.0,61.0,3.0,131.0,40.0,3.0,15.0,,0
Egypt,8978.0,28.0,,62.0,8.0,1253.0,30.0,65.0,33.0,9.0,381.0,87.0,,,4.0,215.0,43.0,25.0,17.0,20.0,36.0,,120.0,262.0,124.0,131.0,10.0,33.0,,15.0,19.0,22.0,1849.0,12.0,1556.0,142.0,,169.0,11.0,82.0,369.0,4.0,29.0,62.0,3.0,563.0,379.0,,0.0,17.0,,531.0,88.0,8.0,37.0,,0
El Salvador,18806.0,21.0,16.0,87.0,141.0,6056.0,140.0,65.0,26.0,256.0,589.0,300.0,0.0,,5.0,157.0,89.0,80.0,94.0,22.0,41.0,4.0,1555.0,579.0,35.0,83.0,7.0,40.0,0.0,99.0,326.0,4.0,685.0,11.0,2151.0,348.0,0.0,29.0,26.0,60.0,91.0,13.0,48.0,25.0,11.0,61.0,2499.0,0.0,0.0,102.0,,1561.0,139.0,7.0,17.0,0.0,0
Equatorial Guinea,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Eritrea,1656.0,3.0,0.0,38.0,,295.0,48.0,5.0,7.0,52.0,13.0,96.0,0.0,0.0,5.0,41.0,12.0,11.0,6.0,6.0,,0.0,99.0,34.0,19.0,45.0,0.0,36.0,0.0,0.0,63.0,,17.0,,31.0,65.0,0.0,60.0,11.0,10.0,31.0,0.0,4.0,0.0,44.0,8.0,136.0,0.0,0.0,10.0,0.0,148.0,136.0,,3.0,0.0,0
Estonia,260.0,,0.0,3.0,7.0,41.0,7.0,4.0,0.0,0.0,47.0,5.0,0.0,0.0,,15.0,0.0,,,0.0,,3.0,5.0,3.0,,,0.0,3.0,0.0,,0.0,,10.0,,37.0,8.0,0.0,12.0,,3.0,7.0,,0.0,,0.0,,7.0,0.0,0.0,,0.0,3.0,12.0,0.0,,0.0,0
Ethiopia,14266.0,32.0,16.0,178.0,20.0,1368.0,601.0,48.0,10.0,568.0,167.0,817.0,0.0,10.0,29.0,321.0,148.0,90.0,125.0,141.0,18.0,26.0,1449.0,321.0,195.0,1026.0,,186.0,25.0,65.0,455.0,14.0,115.0,30.0,314.0,284.0,21.0,367.0,53.0,216.0,264.0,,12.0,32.0,98.0,289.0,975.0,7.0,0.0,76.0,9.0,1491.0,991.0,8.0,129.0,9.0,0
Falkland Islands,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fiji,1201.0,,0.0,7.0,0.0,895.0,5.0,0.0,0.0,0.0,7.0,5.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,8.0,0.0,,0.0,0.0,8.0,0.0,,0.0,6.0,,0.0,3.0,,59.0,,,,0.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,3.0,134.0,0.0,3.0,,0
Finland,397.0,0.0,,,0.0,103.0,9.0,8.0,0.0,,43.0,10.0,0.0,0.0,,7.0,,4.0,,3.0,4.0,0.0,6.0,8.0,4.0,4.0,,,0.0,,3.0,6.0,5.0,0.0,34.0,12.0,0.0,3.0,,,18.0,,,0.0,,0.0,33.0,,0.0,4.0,,19.0,24.0,0.0,3.0,,0
France,3861.0,5.0,5.0,54.0,,895.0,61.0,47.0,4.0,43.0,414.0,94.0,0.0,24.0,8.0,111.0,23.0,10.0,17.0,14.0,20.0,,109.0,143.0,46.0,39.0,4.0,26.0,4.0,9.0,44.0,12.0,145.0,7.0,658.0,51.0,,46.0,5.0,35.0,101.0,6.0,13.0,35.0,,12.0,237.0,,4.0,16.0,9.0,79.0,75.0,7.0,24.0,4.0,0
French Guiana,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
French Polynesia,16.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0
Gabon,138.0,5.0,0.0,3.0,0.0,9.0,,0.0,0.0,0.0,5.0,7.0,0.0,,3.0,4.0,,0.0,0.0,0.0,,0.0,14.0,5.0,5.0,,0.0,,0.0,,,,4.0,0.0,21.0,3.0,0.0,7.0,,0.0,,0.0,,0.0,0.0,,16.0,0.0,0.0,,,4.0,,0.0,,0.0,0
Gambia,859.0,5.0,6.0,3.0,0.0,19.0,5.0,4.0,,,11.0,108.0,0.0,0.0,,3.0,,,4.0,19.0,,0.0,57.0,7.0,28.0,31.0,4.0,4.0,0.0,0.0,,0.0,16.0,0.0,221.0,50.0,,21.0,,7.0,19.0,0.0,21.0,,0.0,16.0,30.0,0.0,0.0,0.0,0.0,9.0,88.0,,25.0,0.0,0
Georgia,1518.0,,3.0,4.0,3.0,150.0,4.0,18.0,0.0,4.0,67.0,26.0,0.0,0.0,0.0,31.0,3.0,,,7.0,0.0,0.0,24.0,22.0,7.0,7.0,7.0,7.0,0.0,,8.0,,222.0,0.0,665.0,9.0,0.0,27.0,3.0,9.0,75.0,0.0,,9.0,,3.0,18.0,,0.0,6.0,0.0,32.0,23.0,,,0.0,0
Germany,6888.0,76.0,25.0,137.0,20.0,1139.0,140.0,88.0,13.0,28.0,661.0,224.0,0.0,43.0,14.0,268.0,58.0,31.0,45.0,60.0,51.0,16.0,143.0,167.0,226.0,78.0,16.0,85.0,22.0,11.0,65.0,20.0,195.0,37.0,743.0,184.0,17.0,124.0,49.0,63.0,228.0,12.0,11.0,109.0,9.0,61.0,449.0,12.0,,37.0,10.0,215.0,212.0,23.0,109.0,,0
Ghana,7429.0,22.0,5.0,52.0,10.0,232.0,174.0,135.0,52.0,20.0,94.0,373.0,0.0,3.0,5.0,277.0,31.0,21.0,22.0,35.0,19.0,6.0,629.0,384.0,92.0,157.0,7.0,42.0,,16.0,27.0,13.0,696.0,7.0,1616.0,162.0,4.0,458.0,53.0,25.0,183.0,0.0,26.0,24.0,6.0,65.0,339.0,,,27.0,12.0,643.0,78.0,8.0,31.0,7.0,0
Gibraltar,6.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Greece,745.0,0.0,0.0,11.0,0.0,77.0,5.0,22.0,,5.0,58.0,11.0,0.0,0.0,0.0,42.0,6.0,,0.0,6.0,5.0,0.0,18.0,74.0,16.0,6.0,0.0,,0.0,,6.0,4.0,52.0,0.0,172.0,12.0,0.0,14.0,,3.0,37.0,0.0,4.0,6.0,0.0,4.0,25.0,0.0,0.0,0.0,3.0,18.0,6.0,0.0,9.0,0.0,0
Greenland,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Grenada,664.0,0.0,0.0,0.0,,10.0,6.0,6.0,0.0,0.0,27.0,14.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,,0.0,39.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,450.0,4.0,0.0,,,,10.0,0.0,0.0,3.0,0.0,0.0,26.0,0.0,15.0,0.0,,6.0,,,0.0,0.0,0
Guadeloupe,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Guatemala,10467.0,92.0,9.0,138.0,51.0,3665.0,79.0,166.0,23.0,30.0,774.0,248.0,0.0,6.0,10.0,323.0,64.0,67.0,62.0,33.0,44.0,7.0,367.0,342.0,59.0,48.0,14.0,77.0,,203.0,170.0,4.0,478.0,42.0,667.0,135.0,0.0,51.0,59.0,111.0,85.0,13.0,316.0,48.0,25.0,75.0,571.0,,0.0,101.0,,347.0,130.0,,29.0,3.0,0
Guinea,1379.0,12.0,0.0,11.0,0.0,18.0,9.0,12.0,6.0,5.0,14.0,100.0,0.0,,,31.0,24.0,,3.0,,0.0,0.0,106.0,38.0,23.0,32.0,4.0,,0.0,0.0,4.0,3.0,41.0,0.0,616.0,18.0,0.0,55.0,0.0,4.0,71.0,0.0,10.0,,,16.0,38.0,0.0,0.0,,0.0,20.0,13.0,0.0,7.0,,0
Guinea-Bissau,30.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Guyana,6749.0,,4.0,11.0,0.0,52.0,,101.0,10.0,24.0,544.0,148.0,0.0,3.0,0.0,11.0,7.0,,,7.0,13.0,0.0,179.0,35.0,5.0,83.0,0.0,5.0,0.0,,4.0,,591.0,,4631.0,28.0,0.0,25.0,4.0,0.0,72.0,,6.0,3.0,0.0,9.0,51.0,0.0,12.0,,,41.0,3.0,4.0,8.0,0.0,0
Haiti,22582.0,6.0,3.0,16.0,,81.0,20.0,504.0,105.0,10.0,11865.0,359.0,0.0,,7.0,127.0,42.0,4.0,19.0,39.0,37.0,,311.0,1838.0,35.0,13.0,,54.0,3.0,5.0,13.0,17.0,1719.0,,4240.0,63.0,7.0,51.0,3.0,12.0,500.0,7.0,76.0,17.0,0.0,16.0,73.0,,96.0,15.0,4.0,88.0,36.0,,12.0,,0
