,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Cook Islands,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Costa Rica,3109.0,13.0,,32.0,5.0,266.0,24.0,91.0,3.0,6.0,805.0,107.0,3.0,6.0,53.0,21.0,5.0,8.0,7.0,6.0,,46.0,57.0,24.0,15.0,11.0,11.0,4.0,3.0,35.0,9.0,548.0,7.0,232.0,159.0,0.0,21.0,7.0,16.0,69.0,6.0,47.0,,33.0,145.0,,20.0,14.0,,66.0,24.0,,10.0,0.0,0
Cote d'Ivoire,2067.0,8.0,0.0,93.0,0.0,84.0,40.0,21.0,9.0,19.0,83.0,142.0,0.0,5.0,63.0,27.0,36.0,9.0,22.0,13.0,,144.0,66.0,58.0,56.0,,38.0,0.0,11.0,,23.0,77.0,,345.0,57.0,9.0,29.0,8.0,11.0,101.0,39.0,5.0,28.0,18.0,109.0,0.0,,13.0,3.0,75.0,48.0,,14.0,0.0,0
Croatia,945.0,,0.0,21.0,0.0,107.0,,10.0,0.0,3.0,73.0,28.0,,5.0,63.0,22.0,10.0,3.0,13.0,,,14.0,28.0,16.0,15.0,,24.0,0.0,8.0,20.0,6.0,49.0,,146.0,25.0,,42.0,0.0,3.0,33.0,,,3.0,3.0,53.0,0.0,,13.0,3.0,27.0,13.0,0.0,25.0,0.0,0
Cuba,45614.0,36.0,3.0,452.0,6.0,502.0,28.0,63.0,8.0,13.0,37711.0,204.0,,,186.0,27.0,8.0,9.0,801.0,84.0,3.0,62.0,65.0,272.0,30.0,18.0,73.0,0.0,40.0,931.0,,842.0,215.0,612.0,154.0,3.0,20.0,12.0,158.0,317.0,8.0,15.0,9.0,124.0,803.0,0.0,249.0,47.0,,294.0,61.0,,27.0,0.0,0
Cyprus,180.0,0.0,0.0,7.0,0.0,26.0,0.0,,0.0,,11.0,3.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,,0.0,,3.0,,,0.0,,0.0,0.0,,0.0,15.0,0.0,56.0,,0.0,4.0,0.0,,4.0,0.0,,0.0,3.0,7.0,0.0,0.0,3.0,0.0,7.0,,0.0,0.0,0.0,0
Czech Republic,344.0,,,4.0,0.0,49.0,12.0,9.0,0.0,,50.0,12.0,,,24.0,4.0,4.0,,,0.0,5.0,10.0,12.0,5.0,,0.0,0.0,0.0,3.0,6.0,0.0,14.0,0.0,40.0,11.0,0.0,4.0,4.0,3.0,21.0,0.0,3.0,0.0,4.0,5.0,0.0,,4.0,0.0,6.0,3.0,0.0,,0.0,0
"Czechoslovakia, former",1442.0,17.0,6.0,17.0,4.0,154.0,47.0,31.0,3.0,6.0,296.0,70.0,10.0,,132.0,12.0,6.0,,14.0,5.0,6.0,12.0,47.0,17.0,14.0,,5.0,0.0,3.0,16.0,8.0,77.0,9.0,108.0,38.0,4.0,27.0,0.0,14.0,36.0,,14.0,4.0,26.0,35.0,0.0,,10.0,,40.0,21.0,,12.0,0.0,0
Denmark,699.0,,3.0,19.0,0.0,170.0,15.0,18.0,,3.0,72.0,22.0,5.0,,20.0,14.0,,0.0,,,,11.0,20.0,5.0,4.0,,5.0,0.0,0.0,5.0,0.0,26.0,0.0,79.0,13.0,,3.0,,4.0,14.0,,6.0,9.0,3.0,43.0,0.0,,,0.0,10.0,49.0,,9.0,,0
Djibouti,34.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,,0.0,,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0
Dominica,471.0,,0.0,0.0,,5.0,5.0,13.0,,,69.0,18.0,0.0,0.0,3.0,,,,,,0.0,8.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,,,39.0,0.0,117.0,3.0,0.0,3.0,0.0,0.0,9.0,0.0,,0.0,,25.0,0.0,113.0,0.0,,5.0,,0.0,0.0,0.0,0
Dominican Republic,38069.0,22.0,39.0,46.0,7.0,110.0,18.0,594.0,42.0,72.0,3214.0,203.0,5.0,4.0,108.0,60.0,9.0,5.0,15.0,34.0,4.0,290.0,2751.0,92.0,27.0,10.0,28.0,,4.0,31.0,151.0,5340.0,8.0,19233.0,151.0,,94.0,7.0,4.0,1135.0,906.0,13.0,0.0,22.0,190.0,,2707.0,17.0,,181.0,11.0,3.0,46.0,,0
Ecuador,17490.0,13.0,3.0,58.0,6.0,704.0,26.0,1017.0,9.0,14.0,2140.0,155.0,6.0,5.0,506.0,20.0,10.0,26.0,20.0,12.0,6.0,166.0,211.0,23.0,134.0,9.0,19.0,3.0,14.0,69.0,19.0,3357.0,18.0,7339.0,249.0,0.0,74.0,16.0,18.0,263.0,15.0,32.0,0.0,23.0,241.0,,28.0,69.0,4.0,211.0,75.0,,30.0,,0
Egypt,10500.0,30.0,0.0,72.0,4.0,1690.0,36.0,113.0,39.0,11.0,515.0,115.0,7.0,6.0,235.0,71.0,35.0,14.0,30.0,23.0,20.0,174.0,295.0,192.0,103.0,5.0,40.0,0.0,32.0,31.0,30.0,2205.0,5.0,1609.0,185.0,7.0,186.0,10.0,36.0,419.0,18.0,96.0,10.0,646.0,354.0,,0.0,8.0,5.0,584.0,103.0,11.0,32.0,,0
El Salvador,31783.0,28.0,19.0,202.0,220.0,11767.0,202.0,105.0,12.0,551.0,781.0,537.0,9.0,13.0,276.0,104.0,129.0,115.0,47.0,33.0,11.0,2422.0,754.0,44.0,126.0,,61.0,,163.0,592.0,11.0,807.0,32.0,2963.0,452.0,0.0,74.0,43.0,97.0,88.0,52.0,28.0,22.0,93.0,4125.0,,19.0,141.0,,3168.0,173.0,14.0,46.0,,0
Equatorial Guinea,13.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Eritrea,1593.0,3.0,0.0,25.0,0.0,306.0,61.0,5.0,3.0,56.0,15.0,98.0,0.0,,53.0,17.0,,4.0,3.0,3.0,,139.0,38.0,9.0,71.0,,15.0,0.0,0.0,41.0,0.0,13.0,0.0,40.0,22.0,,51.0,3.0,16.0,30.0,,0.0,4.0,23.0,121.0,0.0,,,,187.0,104.0,,,0.0,0
Estonia,423.0,,,6.0,4.0,64.0,7.0,10.0,,,66.0,11.0,,,16.0,,,0.0,3.0,,,5.0,13.0,3.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,30.0,,58.0,7.0,0.0,17.0,4.0,6.0,13.0,,4.0,,5.0,11.0,0.0,0.0,,,17.0,12.0,0.0,,0.0,0
Ethiopia,16157.0,15.0,7.0,121.0,16.0,1924.0,602.0,42.0,16.0,566.0,183.0,1164.0,,16.0,339.0,98.0,43.0,90.0,51.0,17.0,26.0,1917.0,429.0,153.0,1516.0,5.0,134.0,,53.0,359.0,18.0,160.0,13.0,392.0,202.0,11.0,457.0,53.0,193.0,246.0,7.0,32.0,93.0,306.0,1148.0,,,26.0,9.0,1854.0,933.0,12.0,79.0,6.0,0
Falkland Islands,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fiji,2115.0,0.0,,9.0,0.0,1718.0,3.0,,0.0,,26.0,9.0,28.0,4.0,4.0,0.0,0.0,,,3.0,0.0,,5.0,3.0,,0.0,3.0,,0.0,19.0,,9.0,4.0,5.0,5.0,0.0,,4.0,43.0,,,0.0,0.0,0.0,16.0,0.0,5.0,10.0,,,164.0,0.0,0.0,0.0,0
Finland,542.0,3.0,,6.0,,125.0,9.0,5.0,0.0,7.0,59.0,33.0,4.0,,15.0,,3.0,,0.0,4.0,4.0,8.0,13.0,7.0,13.0,4.0,7.0,0.0,0.0,3.0,0.0,11.0,3.0,40.0,6.0,0.0,7.0,3.0,6.0,13.0,0.0,6.0,0.0,0.0,70.0,0.0,0.0,5.0,0.0,11.0,9.0,0.0,13.0,0.0,0
France,4258.0,14.0,5.0,54.0,7.0,910.0,39.0,91.0,4.0,51.0,536.0,110.0,31.0,9.0,127.0,41.0,3.0,14.0,6.0,17.0,4.0,125.0,180.0,71.0,62.0,4.0,19.0,6.0,7.0,36.0,25.0,171.0,7.0,654.0,80.0,3.0,41.0,12.0,39.0,85.0,11.0,31.0,3.0,20.0,195.0,0.0,5.0,27.0,3.0,126.0,95.0,,38.0,,0
French Guiana,15.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0
French Polynesia,37.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,,13.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,3.0,0.0,,0.0,0.0,0.0,0.0,0
Gabon,85.0,6.0,0.0,,0.0,4.0,,,0.0,8.0,4.0,7.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,6.0,,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,8.0,,0.0,,0.0,0.0,3.0,3.0,0.0,0.0,,8.0,0.0,0.0,,,6.0,0.0,,0.0,0.0,0
Gambia,897.0,7.0,6.0,4.0,0.0,16.0,,8.0,,5.0,14.0,103.0,0.0,0.0,4.0,4.0,,23.0,6.0,0.0,,92.0,10.0,26.0,29.0,4.0,4.0,0.0,,,0.0,21.0,0.0,196.0,59.0,0.0,39.0,,5.0,37.0,27.0,5.0,0.0,15.0,32.0,0.0,,,0.0,14.0,48.0,0.0,21.0,0.0,0
Georgia,2003.0,7.0,,10.0,0.0,497.0,30.0,23.0,0.0,,81.0,45.0,0.0,3.0,59.0,4.0,6.0,0.0,4.0,,0.0,29.0,32.0,16.0,9.0,0.0,6.0,,,14.0,0.0,174.0,4.0,709.0,11.0,0.0,23.0,5.0,11.0,79.0,,12.0,0.0,4.0,24.0,0.0,,5.0,0.0,27.0,29.0,0.0,,0.0,0
Germany,8436.0,85.0,23.0,191.0,27.0,1308.0,145.0,122.0,18.0,42.0,900.0,323.0,68.0,20.0,274.0,102.0,35.0,40.0,90.0,30.0,39.0,189.0,229.0,310.0,95.0,27.0,116.0,24.0,19.0,57.0,45.0,287.0,58.0,863.0,248.0,17.0,153.0,44.0,93.0,204.0,16.0,140.0,15.0,102.0,490.0,0.0,17.0,46.0,15.0,279.0,233.0,13.0,99.0,11.0,0
Ghana,9367.0,12.0,,56.0,20.0,308.0,123.0,177.0,49.0,36.0,119.0,546.0,,3.0,387.0,33.0,18.0,20.0,42.0,6.0,4.0,700.0,765.0,80.0,177.0,4.0,38.0,,21.0,34.0,7.0,809.0,3.0,1910.0,214.0,7.0,536.0,63.0,20.0,254.0,50.0,26.0,,73.0,368.0,,,20.0,4.0,1134.0,44.0,7.0,32.0,0.0,0
Gibraltar,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Greece,1124.0,5.0,0.0,7.0,0.0,146.0,,46.0,4.0,6.0,64.0,11.0,3.0,0.0,67.0,9.0,,3.0,3.0,3.0,3.0,36.0,98.0,31.0,9.0,0.0,6.0,0.0,,6.0,19.0,84.0,,239.0,30.0,0.0,19.0,0.0,4.0,60.0,4.0,12.0,0.0,3.0,33.0,,,,0.0,19.0,13.0,0.0,6.0,0.0,0
Greenland,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Grenada,1068.0,,0.0,,,10.0,0.0,8.0,0.0,,78.0,15.0,,0.0,,0.0,0.0,,,,0.0,45.0,13.0,,,0.0,0.0,0.0,0.0,,,42.0,0.0,764.0,10.0,0.0,3.0,,0.0,8.0,0.0,6.0,0.0,4.0,24.0,0.0,4.0,,0.0,13.0,0.0,0.0,0.0,0.0,0
Guadeloupe,53.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Guatemala,24146.0,180.0,19.0,355.0,92.0,9196.0,241.0,382.0,60.0,60.0,1356.0,524.0,14.0,23.0,807.0,237.0,173.0,78.0,199.0,85.0,28.0,486.0,717.0,299.0,289.0,23.0,184.0,17.0,294.0,367.0,20.0,759.0,56.0,1454.0,389.0,8.0,327.0,123.0,232.0,326.0,599.0,103.0,51.0,216.0,1177.0,0.0,20.0,136.0,15.0,873.0,220.0,30.0,217.0,10.0,0
Guinea,1110.0,,0.0,13.0,,27.0,10.0,14.0,14.0,10.0,13.0,89.0,0.0,0.0,25.0,22.0,5.0,7.0,5.0,4.0,,82.0,43.0,22.0,32.0,0.0,7.0,0.0,,0.0,0.0,36.0,0.0,334.0,21.0,0.0,50.0,0.0,,64.0,15.0,3.0,0.0,33.0,44.0,0.0,0.0,0.0,,38.0,16.0,,4.0,0.0,0
Guinea-Bissau,25.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Guyana,9552.0,4.0,,13.0,0.0,91.0,16.0,141.0,17.0,53.0,910.0,184.0,,0.0,24.0,8.0,5.0,,5.0,5.0,,263.0,49.0,16.0,114.0,6.0,11.0,,,5.0,10.0,829.0,,6330.0,37.0,0.0,68.0,,,98.0,5.0,7.0,0.0,24.0,84.0,0.0,10.0,,0.0,75.0,15.0,,3.0,0.0,0
Haiti,22228.0,11.0,,28.0,,113.0,23.0,498.0,78.0,12.0,12599.0,351.0,0.0,14.0,105.0,34.0,5.0,8.0,33.0,12.0,4.0,212.0,1789.0,58.0,28.0,3.0,47.0,10.0,14.0,10.0,31.0,1357.0,6.0,3789.0,63.0,4.0,43.0,8.0,44.0,376.0,79.0,12.0,,36.0,69.0,,54.0,45.0,3.0,61.0,29.0,7.0,7.0,,0
Honduras,8177.0,38.0,,61.0,9.0,1086.0,54.0,101.0,11.0,31.0,1790.0,155.0,7.0,4.0,166.0,71.0,19.0,31.0,21.0,132.0,4.0,229.0,181.0,47.0,52.0,9.0,43.0,0.0,26.0,78.0,17.0,560.0,11.0,1088.0,184.0,,44.0,39.0,16.0,64.0,13.0,59.0,4.0,52.0,813.0,4.0,12.0,29.0,,624.0,51.0,6.0,25.0,0.0,0
Hong Kong,3256.0,9.0,3.0,28.0,4.0,1340.0,19.0,24.0,,3.0,80.0,36.0,48.0,5.0,67.0,13.0,10.0,7.0,,,,45.0,121.0,22.0,31.0,0.0,12.0,0.0,0.0,51.0,5.0,134.0,9.0,619.0,20.0,,39.0,3.0,20.0,54.0,,8.0,,16.0,160.0,0.0,8.0,15.0,,51.0,95.0,0.0,8.0,,0
Hungary,1704.0,19.0,0.0,26.0,,272.0,28.0,55.0,,3.0,373.0,26.0,8.0,0.0,47.0,6.0,3.0,,12.0,3.0,,30.0,37.0,17.0,9.0,6.0,12.0,,,33.0,3.0,101.0,4.0,259.0,24.0,,39.0,5.0,14.0,32.0,3.0,11.0,0.0,9.0,56.0,0.0,,8.0,,64.0,27.0,0.0,6.0,,0
Iceland,145.0,4.0,0.0,6.0,0.0,23.0,,3.0,0.0,0.0,20.0,4.0,,0.0,5.0,0.0,3.0,0.0,5.0,0.0,0.0,,3.0,4.0,,,0.0,0.0,0.0,0.0,,5.0,0.0,14.0,0.0,0.0,,0.0,,,,,,,5.0,0.0,,,0.0,7.0,9.0,0.0,4.0,,0
India,61369.0,280.0,21.0,715.0,116.0,14110.0,308.0,906.0,194.0,43.0,3183.0,2433.0,14.0,30.0,4479.0,494.0,141.0,237.0,391.0,176.0,35.0,1533.0,1520.0,1526.0,391.0,135.0,302.0,6.0,58.0,316.0,155.0,6491.0,81.0,6691.0,1128.0,20.0,1090.0,282.0,274.0,2111.0,61.0,255.0,9.0,605.0,4131.0,0.0,14.0,87.0,28.0,1799.0,1441.0,55.0,455.0,13.0,0
Indonesia,4869.0,11.0,,58.0,9.0,1956.0,111.0,25.0,7.0,14.0,166.0,162.0,42.0,5.0,74.0,20.0,12.0,16.0,24.0,9.0,,134.0,40.0,37.0,26.0,3.0,14.0,10.0,7.0,42.0,84.0,157.0,5.0,508.0,37.0,0.0,58.0,28.0,42.0,333.0,4.0,21.0,,17.0,214.0,,3.0,10.0,3.0,158.0,121.0,4.0,18.0,4.0,0
Iran,13947.0,48.0,,234.0,13.0,7190.0,143.0,58.0,15.0,13.0,412.0,375.0,4.0,22.0,310.0,52.0,12.0,66.0,41.0,39.0,15.0,485.0,174.0,108.0,55.0,8.0,101.0,,13.0,120.0,16.0,182.0,23.0,419.0,161.0,8.0,108.0,94.0,129.0,120.0,7.0,32.0,3.0,171.0,1138.0,0.0,4.0,110.0,4.0,759.0,276.0,14.0,38.0,0.0,0
Iraq,4337.0,6.0,0.0,181.0,0.0,1021.0,39.0,30.0,0.0,6.0,42.0,56.0,,,329.0,14.0,5.0,9.0,35.0,14.0,,16.0,15.0,1541.0,44.0,,55.0,0.0,63.0,18.0,3.0,31.0,10.0,88.0,21.0,,45.0,5.0,24.0,59.0,10.0,,5.0,119.0,160.0,0.0,,9.0,0.0,135.0,45.0,3.0,17.0,0.0,0
Ireland,1906.0,9.0,0.0,30.0,,256.0,19.0,38.0,0.0,10.0,128.0,34.0,,4.0,114.0,12.0,8.0,,18.0,4.0,7.0,29.0,236.0,16.0,15.0,,,,5.0,11.0,13.0,79.0,4.0,448.0,36.0,,19.0,,20.0,51.0,18.0,18.0,3.0,13.0,61.0,0.0,5.0,9.0,3.0,42.0,30.0,0.0,18.0,,0
Israel,5943.0,12.0,7.0,47.0,4.0,1280.0,32.0,41.0,3.0,16.0,651.0,152.0,12.0,6.0,211.0,33.0,13.0,11.0,17.0,13.0,,120.0,181.0,75.0,35.0,3.0,18.0,,6.0,81.0,4.0,397.0,,1576.0,66.0,,104.0,5.0,21.0,152.0,4.0,42.0,,28.0,242.0,0.0,7.0,6.0,,59.0,104.0,3.0,34.0,0.0,0
Italy,3215.0,15.0,3.0,48.0,6.0,457.0,29.0,88.0,4.0,21.0,439.0,68.0,14.0,,119.0,16.0,8.0,6.0,5.0,5.0,6.0,76.0,142.0,59.0,14.0,3.0,13.0,,5.0,23.0,5.0,206.0,16.0,654.0,58.0,,51.0,6.0,17.0,135.0,13.0,15.0,,23.0,111.0,4.0,22.0,9.0,,96.0,51.0,,22.0,,0
Jamaica,24976.0,48.0,,50.0,8.0,340.0,49.0,1365.0,107.0,85.0,7207.0,1061.0,5.0,,213.0,59.0,8.0,15.0,22.0,27.0,20.0,841.0,550.0,129.0,39.0,38.0,65.0,,12.0,15.0,33.0,1534.0,8.0,8983.0,205.0,,140.0,26.0,12.0,688.0,46.0,131.0,,36.0,308.0,,21.0,10.0,14.0,301.0,34.0,10.0,47.0,,0
Japan,8265.0,39.0,20.0,123.0,22.0,2261.0,76.0,92.0,11.0,29.0,286.0,185.0,742.0,20.0,291.0,74.0,33.0,39.0,49.0,26.0,17.0,142.0,209.0,178.0,65.0,17.0,35.0,15.0,28.0,129.0,20.0,236.0,32.0,986.0,118.0,9.0,144.0,31.0,109.0,155.0,11.0,53.0,6.0,72.0,310.0,8.0,78.0,49.0,12.0,172.0,328.0,10.0,60.0,3.0,0
Jordan,4038.0,16.0,0.0,29.0,16.0,573.0,13.0,18.0,5.0,8.0,272.0,64.0,0.0,,636.0,44.0,10.0,17.0,56.0,59.0,6.0,55.0,58.0,216.0,36.0,12.0,54.0,0.0,9.0,9.0,,306.0,10.0,289.0,97.0,3.0,246.0,11.0,13.0,76.0,6.0,16.0,0.0,69.0,309.0,0.0,49.0,11.0,0.0,135.0,34.0,,61.0,,0
Kazakhstan,2081.0,13.0,,22.0,7.0,353.0,43.0,13.0,9.0,12.0,135.0,58.0,10.0,3.0,65.0,18.0,13.0,18.0,11.0,13.0,6.0,37.0,104.0,31.0,44.0,3.0,16.0,9.0,,13.0,9.0,69.0,5.0,348.0,40.0,0.0,50.0,3.0,76.0,70.0,4.0,24.0,,15.0,63.0,0.0,3.0,11.0,,74.0,117.0,0.0,13.0,0.0,0
Kenya,8779.0,64.0,,232.0,10.0,702.0,133.0,68.0,97.0,33.0,210.0,517.0,5.0,38.0,201.0,128.0,61.0,151.0,88.0,,50.0,353.0,630.0,154.0,657.0,5.0,271.0,0.0,53.0,62.0,58.0,333.0,6.0,413.0,228.0,7.0,289.0,47.0,110.0,223.0,17.0,33.0,32.0,118.0,1022.0,0.0,0.0,154.0,51.0,219.0,380.0,9.0,51.0,,0
Kiribati,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Korea,24386.0,148.0,79.0,226.0,45.0,6910.0,298.0,177.0,57.0,26.0,513.0,915.0,361.0,41.0,945.0,137.0,63.0,81.0,79.0,53.0,24.0,887.0,335.0,431.0,175.0,22.0,117.0,8.0,51.0,249.0,43.0,2096.0,37.0,3006.0,314.0,5.0,246.0,64.0,187.0,529.0,16.0,52.0,28.0,190.0,1046.0,11.0,156.0,66.0,19.0,1827.0,869.0,10.0,103.0,13.0,0
Kuwait,1230.0,21.0,,20.0,,155.0,5.0,4.0,,3.0,93.0,99.0,0.0,3.0,89.0,22.0,,5.0,17.0,6.0,,15.0,20.0,75.0,9.0,3.0,10.0,0.0,3.0,4.0,0.0,69.0,,98.0,37.0,0.0,61.0,10.0,8.0,15.0,4.0,6.0,,32.0,122.0,0.0,3.0,,0.0,44.0,6.0,3.0,17.0,0.0,0
Kyrgyzstan,786.0,5.0,0.0,7.0,,112.0,10.0,4.0,5.0,4.0,43.0,11.0,4.0,,22.0,9.0,3.0,,7.0,,,17.0,20.0,4.0,24.0,4.0,11.0,0.0,4.0,4.0,6.0,27.0,,137.0,5.0,0.0,28.0,,52.0,47.0,0.0,6.0,0.0,7.0,7.0,0.0,0.0,4.0,5.0,31.0,74.0,,3.0,0.0,0
Laos,2893.0,5.0,11.0,8.0,34.0,809.0,19.0,28.0,3.0,,50.0,53.0,12.0,,45.0,9.0,44.0,46.0,,,5.0,9.0,41.0,47.0,708.0,0.0,8.0,0.0,9.0,13.0,14.0,6.0,,30.0,59.0,0.0,30.0,13.0,21.0,28.0,34.0,6.0,,36.0,63.0,0.0,0.0,14.0,0.0,45.0,41.0,0.0,427.0,,0
Latvia,892.0,,,11.0,,139.0,14.0,8.0,8.0,0.0,66.0,34.0,0.0,,75.0,10.0,,0.0,,,,19.0,29.0,15.0,16.0,6.0,,,3.0,7.0,5.0,41.0,,180.0,22.0,0.0,16.0,3.0,12.0,20.0,,6.0,,7.0,17.0,0.0,,5.0,,25.0,32.0,,18.0,0.0,0
Lebanon,4083.0,19.0,3.0,71.0,3.0,738.0,20.0,33.0,,15.0,318.0,51.0,0.0,,104.0,13.0,10.0,17.0,12.0,18.0,8.0,31.0,354.0,702.0,31.0,0.0,18.0,0.0,7.0,58.0,24.0,128.0,,273.0,62.0,0.0,202.0,21.0,34.0,62.0,31.0,18.0,3.0,26.0,288.0,0.0,12.0,14.0,,167.0,36.0,8.0,12.0,0.0,0
Lesotho,19.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0
Liberia,6887.0,20.0,,187.0,,211.0,66.0,74.0,58.0,26.0,137.0,346.0,0.0,17.0,160.0,57.0,84.0,13.0,44.0,15.0,,539.0,275.0,143.0,728.0,3.0,84.0,0.0,12.0,17.0,36.0,493.0,8.0,515.0,269.0,22.0,138.0,34.0,36.0,874.0,297.0,18.0,43.0,82.0,304.0,0.0,3.0,26.0,5.0,203.0,92.0,,67.0,,0
Libya,271.0,,0.0,5.0,0.0,51.0,6.0,,0.0,3.0,11.0,11.0,,0.0,12.0,,,0.0,6.0,,0.0,4.0,7.0,7.0,9.0,0.0,,,,,,14.0,0.0,22.0,5.0,0.0,11.0,0.0,5.0,6.0,0.0,,0.0,,21.0,0.0,0.0,0.0,0.0,20.0,7.0,,3.0,,0
