,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Morocco,3643.0,5.0,0.0,19.0,6.0,238.0,60.0,67.0,6.0,12.0,477.0,98.0,,0.0,100.0,22.0,,11.0,16.0,,,64.0,420.0,38.0,46.0,3.0,15.0,0.0,6.0,23.0,22.0,154.0,,633.0,162.0,0.0,75.0,27.0,11.0,169.0,15.0,38.0,0.0,10.0,106.0,0.0,,3.0,5.0,363.0,36.0,,17.0,,32
Mozambique,62.0,,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,9.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,3.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1
Namibia,17.0,0.0,0.0,0.0,0.0,3.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nauru,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nepal,575.0,5.0,3.0,5.0,0.0,67.0,25.0,5.0,0.0,,9.0,21.0,6.0,,3.0,5.0,0.0,4.0,,,0.0,43.0,27.0,22.0,17.0,0.0,4.0,0.0,10.0,3.0,8.0,12.0,3.0,49.0,20.0,0.0,5.0,6.0,13.0,9.0,,0.0,0.0,4.0,38.0,0.0,0.0,7.0,,75.0,11.0,0.0,8.0,0.0,14
Netherlands,1008.0,9.0,,28.0,,166.0,19.0,11.0,,4.0,136.0,37.0,7.0,4.0,24.0,7.0,,4.0,4.0,,5.0,26.0,26.0,34.0,17.0,0.0,6.0,,0.0,12.0,8.0,51.0,7.0,77.0,27.0,0.0,33.0,6.0,16.0,23.0,,17.0,,4.0,50.0,0.0,,5.0,4.0,34.0,23.0,,10.0,,12
Netherlands Antilles,33.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0
New Caledonia,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
New Zealand,440.0,,3.0,11.0,0.0,105.0,14.0,0.0,3.0,3.0,27.0,18.0,25.0,,12.0,5.0,0.0,0.0,3.0,,,3.0,11.0,4.0,6.0,0.0,3.0,3.0,,11.0,4.0,15.0,,23.0,14.0,0.0,7.0,,6.0,6.0,,10.0,,5.0,19.0,0.0,,15.0,0.0,4.0,21.0,0.0,0.0,3.0,4
Nicaragua,9283.0,4.0,,36.0,8.0,1659.0,15.0,22.0,5.0,16.0,5676.0,77.0,16.0,5.0,58.0,16.0,3.0,16.0,8.0,32.0,,140.0,42.0,8.0,13.0,,16.0,4.0,4.0,85.0,3.0,189.0,3.0,298.0,130.0,0.0,25.0,4.0,4.0,30.0,5.0,15.0,7.0,12.0,218.0,0.0,10.0,15.0,,204.0,29.0,,21.0,0.0,70
Niger,46.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,3.0,3.0,0.0,4.0,0.0,0.0,,0.0,,0.0,,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,10
Nigeria,8652.0,59.0,6.0,58.0,15.0,689.0,40.0,72.0,38.0,83.0,257.0,842.0,11.0,,410.0,91.0,3.0,28.0,13.0,33.0,,980.0,258.0,180.0,190.0,7.0,79.0,0.0,14.0,19.0,30.0,594.0,10.0,1253.0,283.0,,155.0,67.0,15.0,212.0,49.0,43.0,0.0,62.0,1068.0,0.0,,10.0,,154.0,34.0,,32.0,,96
Northern Mariana Islands,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Norway,145.0,,0.0,4.0,0.0,14.0,,,0.0,0.0,23.0,,,0.0,3.0,,0.0,0.0,0.0,,,3.0,4.0,,,0.0,0.0,,0.0,7.0,,10.0,0.0,12.0,9.0,0.0,,0.0,,,0.0,,0.0,0.0,11.0,0.0,0.0,3.0,0.0,5.0,7.0,0.0,0.0,0.0,3
Oman,23.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1
Pakistan,10411.0,30.0,,62.0,8.0,1185.0,36.0,170.0,36.0,7.0,496.0,355.0,6.0,3.0,743.0,77.0,6.0,34.0,26.0,37.0,3.0,317.0,163.0,233.0,71.0,6.0,74.0,0.0,5.0,45.0,25.0,757.0,7.0,2403.0,218.0,5.0,130.0,47.0,11.0,255.0,14.0,44.0,,42.0,1110.0,0.0,6.0,18.0,5.0,815.0,97.0,20.0,49.0,3.0,92
Palau,36.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,4.0,0.0,3.0,0.0,0.0,,6.0,0.0,0.0,0.0,0
Panama,1930.0,20.0,4.0,13.0,7.0,162.0,21.0,9.0,4.0,6.0,523.0,109.0,17.0,0.0,25.0,9.0,0.0,14.0,10.0,16.0,0.0,40.0,21.0,11.0,5.0,3.0,12.0,0.0,10.0,20.0,4.0,58.0,,312.0,88.0,,21.0,5.0,3.0,28.0,4.0,20.0,0.0,11.0,114.0,0.0,18.0,7.0,0.0,100.0,11.0,3.0,7.0,0.0,22
Papua New Guinea,12.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0
Paraguay,285.0,0.0,0.0,,0.0,14.0,3.0,9.0,,4.0,58.0,8.0,,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,10.0,4.0,0.0,,0.0,,0.0,,3.0,0.0,24.0,0.0,91.0,,0.0,3.0,0.0,,,0.0,,0.0,0.0,6.0,0.0,,3.0,0.0,17.0,4.0,0.0,0.0,0.0,3
Peru,10063.0,15.0,6.0,54.0,8.0,1454.0,56.0,187.0,12.0,14.0,2828.0,177.0,29.0,12.0,130.0,25.0,,21.0,14.0,9.0,4.0,258.0,114.0,25.0,30.0,3.0,26.0,,15.0,85.0,11.0,1511.0,13.0,1364.0,147.0,,42.0,43.0,35.0,118.0,15.0,32.0,,25.0,211.0,0.0,33.0,74.0,7.0,564.0,82.0,7.0,19.0,,92
Philippines,40500.0,96.0,239.0,428.0,72.0,16171.0,150.0,291.0,53.0,34.0,2145.0,412.0,2140.0,36.0,2213.0,211.0,33.0,98.0,93.0,53.0,27.0,744.0,241.0,466.0,151.0,47.0,178.0,21.0,47.0,1609.0,98.0,2345.0,55.0,2339.0,548.0,9.0,229.0,107.0,188.0,370.0,38.0,207.0,14.0,191.0,1734.0,0.0,596.0,70.0,9.0,1253.0,1014.0,37.0,117.0,9.0,424
Poland,10230.0,10.0,3.0,79.0,,348.0,62.0,505.0,18.0,,469.0,70.0,13.0,7.0,3342.0,52.0,,10.0,5.0,,9.0,64.0,243.0,220.0,27.0,3.0,17.0,,3.0,42.0,24.0,1383.0,12.0,2246.0,91.0,,112.0,11.0,10.0,278.0,24.0,20.0,3.0,16.0,76.0,0.0,,5.0,,75.0,56.0,3.0,68.0,0.0,85
Portugal,2638.0,0.0,,9.0,0.0,220.0,,103.0,0.0,,110.0,14.0,3.0,3.0,3.0,,0.0,0.0,0.0,4.0,3.0,37.0,827.0,0.0,4.0,,,0.0,0.0,3.0,30.0,684.0,,222.0,12.0,0.0,5.0,,,49.0,176.0,,0.0,0.0,13.0,0.0,0.0,,,53.0,4.0,0.0,4.0,,26
Puerto Rico,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Qatar,59.0,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0,,5.0,,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,10.0,,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0
Romania,5484.0,9.0,4.0,187.0,24.0,681.0,45.0,64.0,5.0,8.0,464.0,288.0,4.0,8.0,518.0,31.0,4.0,10.0,11.0,,4.0,77.0,66.0,521.0,33.0,4.0,32.0,0.0,9.0,72.0,19.0,166.0,9.0,755.0,93.0,4.0,280.0,10.0,137.0,169.0,5.0,29.0,,38.0,192.0,0.0,4.0,10.0,6.0,71.0,216.0,5.0,18.0,0.0,60
Russia,9412.0,44.0,50.0,67.0,,1481.0,179.0,109.0,10.0,13.0,482.0,197.0,23.0,16.0,294.0,49.0,4.0,32.0,32.0,14.0,29.0,193.0,485.0,103.0,160.0,6.0,66.0,5.0,24.0,49.0,51.0,470.0,20.0,2498.0,162.0,5.0,187.0,21.0,104.0,394.0,16.0,44.0,4.0,33.0,246.0,0.0,,47.0,11.0,194.0,520.0,8.0,68.0,8.0,80
Rwanda,178.0,,0.0,12.0,0.0,8.0,0.0,3.0,0.0,0.0,9.0,7.0,0.0,0.0,8.0,,0.0,0.0,4.0,,0.0,7.0,6.0,10.0,3.0,0.0,,0.0,0.0,0.0,10.0,7.0,0.0,12.0,8.0,,12.0,0.0,,,0.0,0.0,0.0,13.0,10.0,0.0,0.0,,3.0,5.0,7.0,0.0,,0.0,2
Saint Helena,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Saint Kitts-Nevis,483.0,3.0,,0.0,0.0,5.0,,5.0,,,94.0,20.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,,,0.0,0.0,,,0.0,,8.0,0.0,137.0,10.0,0.0,,,0.0,8.0,4.0,,0.0,,12.0,0.0,116.0,0.0,0.0,11.0,,0.0,0.0,0.0,2
Saint Lucia,623.0,0.0,0.0,4.0,,21.0,,24.0,,0.0,105.0,20.0,,0.0,0.0,,0.0,,,,0.0,11.0,10.0,3.0,0.0,0.0,,0.0,0.0,3.0,,24.0,0.0,252.0,12.0,0.0,,0.0,0.0,11.0,0.0,0.0,0.0,,25.0,0.0,57.0,0.0,,16.0,,0.0,,0.0,4
Saint Vincent and the Grenadines,624.0,,0.0,,0.0,14.0,0.0,8.0,,5.0,64.0,17.0,,0.0,,,0.0,,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,,0.0,,,,34.0,0.0,393.0,5.0,0.0,,,0.0,16.0,0.0,,0.0,,3.0,0.0,12.0,0.0,0.0,7.0,,0.0,0.0,0.0,2
Samoa,201.0,0.0,8.0,3.0,0.0,52.0,,0.0,0.0,0.0,4.0,,63.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,4.0,0.0,0.0,0.0,0.0,,,4.0,3.0,0.0,,0.0,3.0,,0.0,0.0,0.0,,4.0,0.0,0.0,20.0,0.0,3.0,15.0,0.0,0.0,0.0,1
San Marino,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sao Tome and Principe,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Saudi Arabia,511.0,,0.0,3.0,,78.0,6.0,,0.0,0.0,42.0,9.0,3.0,0.0,39.0,4.0,0.0,4.0,4.0,,0.0,16.0,6.0,35.0,8.0,0.0,3.0,0.0,0.0,4.0,,25.0,3.0,30.0,23.0,0.0,21.0,0.0,10.0,6.0,0.0,8.0,0.0,3.0,48.0,0.0,0.0,0.0,0.0,41.0,9.0,,,0.0,8
Senegal,503.0,3.0,,4.0,,33.0,4.0,3.0,0.0,7.0,15.0,30.0,,0.0,9.0,7.0,0.0,,3.0,0.0,0.0,40.0,21.0,12.0,3.0,0.0,,0.0,0.0,4.0,,27.0,,122.0,17.0,0.0,33.0,3.0,,15.0,17.0,,0.0,8.0,14.0,0.0,0.0,0.0,,19.0,7.0,,4.0,0.0,6
Serbia and Montenegro,5555.0,4.0,,92.0,3.0,357.0,35.0,121.0,8.0,12.0,461.0,183.0,13.0,37.0,410.0,50.0,14.0,7.0,70.0,5.0,9.0,42.0,119.0,238.0,44.0,,42.0,0.0,11.0,55.0,53.0,256.0,5.0,1673.0,145.0,12.0,118.0,5.0,49.0,181.0,3.0,12.0,12.0,37.0,167.0,0.0,,41.0,7.0,106.0,57.0,0.0,88.0,0.0,82
Seychelles,22.0,0.0,0.0,,0.0,,,0.0,,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,0
Sierra Leone,1683.0,,3.0,25.0,,87.0,,10.0,10.0,9.0,26.0,109.0,3.0,0.0,15.0,,,,3.0,,0.0,281.0,43.0,22.0,48.0,,7.0,0.0,,,7.0,165.0,,159.0,70.0,,88.0,4.0,9.0,125.0,5.0,4.0,0.0,17.0,54.0,0.0,0.0,4.0,0.0,220.0,7.0,,4.0,0.0,24
Singapore,347.0,,,8.0,,109.0,4.0,,,0.0,14.0,7.0,9.0,0.0,10.0,0.0,0.0,,0.0,,0.0,5.0,6.0,4.0,3.0,0.0,3.0,0.0,,,0.0,16.0,0.0,40.0,11.0,,4.0,,7.0,7.0,,,0.0,,25.0,0.0,0.0,3.0,0.0,16.0,13.0,,,0.0,1
Slovak Republic,479.0,3.0,0.0,,,44.0,7.0,4.0,0.0,,60.0,10.0,3.0,,39.0,5.0,,0.0,0.0,0.0,0.0,7.0,9.0,6.0,,0.0,,0.0,,5.0,4.0,110.0,,68.0,5.0,0.0,13.0,3.0,3.0,19.0,0.0,,0.0,4.0,8.0,0.0,0.0,,0.0,12.0,3.0,,6.0,0.0,6
Slovenia,61.0,0.0,0.0,,0.0,9.0,,0.0,0.0,,4.0,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,11.0,,0.0,3.0,0.0,,3.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1
Solomon Islands,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Somalia,4242.0,0.0,,64.0,,170.0,23.0,8.0,0.0,3.0,20.0,198.0,0.0,,59.0,11.0,,7.0,24.0,,112.0,28.0,110.0,64.0,1664.0,0.0,69.0,0.0,13.0,8.0,0.0,5.0,0.0,72.0,63.0,25.0,590.0,0.0,72.0,8.0,0.0,,5.0,99.0,90.0,0.0,0.0,24.0,,194.0,253.0,0.0,28.0,,49
South Africa,2225.0,9.0,3.0,29.0,9.0,427.0,54.0,31.0,6.0,7.0,299.0,232.0,10.0,4.0,67.0,19.0,0.0,7.0,9.0,5.0,,38.0,56.0,28.0,20.0,3.0,21.0,,6.0,22.0,11.0,63.0,9.0,128.0,75.0,0.0,27.0,17.0,22.0,44.0,3.0,42.0,,28.0,139.0,0.0,,25.0,6.0,62.0,61.0,,13.0,4.0,17
"Soviet Union, former",3831.0,8.0,8.0,40.0,5.0,525.0,24.0,30.0,,4.0,164.0,58.0,8.0,5.0,335.0,17.0,,5.0,15.0,,6.0,88.0,270.0,101.0,73.0,,10.0,,7.0,14.0,12.0,299.0,6.0,959.0,53.0,0.0,51.0,,171.0,102.0,9.0,11.0,0.0,7.0,68.0,0.0,0.0,11.0,3.0,67.0,113.0,0.0,23.0,,35
Spain,1465.0,3.0,,19.0,3.0,197.0,18.0,16.0,0.0,9.0,341.0,29.0,,,31.0,4.0,,3.0,,3.0,,34.0,38.0,14.0,15.0,0.0,6.0,3.0,4.0,9.0,8.0,157.0,3.0,216.0,25.0,,11.0,3.0,9.0,23.0,8.0,8.0,0.0,,50.0,0.0,35.0,10.0,,50.0,14.0,0.0,8.0,0.0,16
Sri Lanka,1023.0,3.0,,11.0,,262.0,9.0,10.0,,4.0,33.0,17.0,7.0,0.0,18.0,9.0,0.0,,5.0,5.0,0.0,93.0,32.0,9.0,25.0,,7.0,0.0,,15.0,,59.0,,144.0,21.0,,15.0,3.0,14.0,35.0,0.0,6.0,,6.0,60.0,0.0,3.0,,0.0,37.0,11.0,,5.0,0.0,12
Sudan,2587.0,9.0,,93.0,0.0,118.0,75.0,30.0,,11.0,55.0,82.0,,3.0,62.0,15.0,19.0,14.0,13.0,6.0,40.0,72.0,64.0,69.0,134.0,0.0,56.0,0.0,133.0,21.0,38.0,46.0,0.0,161.0,183.0,27.0,37.0,,5.0,106.0,0.0,8.0,58.0,64.0,152.0,0.0,,70.0,8.0,244.0,58.0,0.0,12.0,0.0,110
Suriname,222.0,,0.0,,0.0,9.0,0.0,,4.0,0.0,65.0,9.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.0,4.0,,,0.0,0.0,0.0,0.0,,,20.0,0.0,87.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0
Swaziland,10.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0
Sweden,984.0,,3.0,16.0,0.0,226.0,25.0,28.0,,,121.0,27.0,11.0,,16.0,7.0,0.0,,3.0,,,25.0,27.0,12.0,20.0,0.0,,,3.0,10.0,10.0,35.0,3.0,89.0,30.0,0.0,10.0,6.0,17.0,23.0,5.0,4.0,0.0,4.0,41.0,0.0,,6.0,,41.0,38.0,3.0,9.0,,10
Switzerland,539.0,0.0,4.0,13.0,0.0,111.0,11.0,7.0,,,73.0,11.0,5.0,,7.0,4.0,0.0,,,,,8.0,14.0,7.0,4.0,,3.0,3.0,,5.0,4.0,31.0,5.0,77.0,22.0,,5.0,0.0,4.0,12.0,,7.0,0.0,3.0,19.0,0.0,,4.0,5.0,19.0,10.0,0.0,,,6
Syria,2395.0,4.0,0.0,18.0,5.0,621.0,7.0,22.0,,,140.0,24.0,0.0,0.0,148.0,19.0,0.0,6.0,12.0,3.0,0.0,22.0,92.0,121.0,4.0,,6.0,0.0,5.0,8.0,5.0,136.0,,422.0,27.0,,72.0,18.0,7.0,159.0,14.0,10.0,0.0,14.0,76.0,0.0,,3.0,,65.0,11.0,16.0,8.0,0.0,35
Taiwan,8819.0,25.0,4.0,72.0,5.0,4577.0,42.0,32.0,12.0,5.0,191.0,182.0,80.0,3.0,153.0,35.0,7.0,25.0,19.0,14.0,,179.0,175.0,77.0,36.0,0.0,46.0,0.0,6.0,78.0,18.0,416.0,14.0,706.0,126.0,,109.0,18.0,31.0,95.0,4.0,38.0,0.0,18.0,520.0,0.0,11.0,37.0,3.0,174.0,244.0,,18.0,,131
Tajikistan,147.0,,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,3.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,,0.0,0.0,0.0,4.0,,,4.0,0.0,89.0,,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,1
Tanzania,490.0,3.0,0.0,8.0,0.0,50.0,4.0,5.0,0.0,3.0,60.0,32.0,,0.0,14.0,15.0,,6.0,,0.0,3.0,17.0,18.0,8.0,17.0,3.0,4.0,0.0,,4.0,3.0,31.0,,42.0,19.0,0.0,8.0,,,26.0,0.0,13.0,0.0,4.0,35.0,0.0,0.0,,,11.0,5.0,,,,5
Thailand,4583.0,28.0,28.0,48.0,10.0,1311.0,45.0,20.0,6.0,4.0,290.0,102.0,73.0,3.0,131.0,23.0,9.0,20.0,19.0,15.0,12.0,126.0,202.0,53.0,204.0,8.0,22.0,,9.0,147.0,21.0,80.0,9.0,238.0,147.0,,73.0,18.0,48.0,99.0,27.0,36.0,,37.0,170.0,0.0,16.0,39.0,8.0,202.0,154.0,,118.0,,66
Togo,536.0,,0.0,12.0,0.0,12.0,,6.0,,3.0,17.0,59.0,,,36.0,5.0,4.0,4.0,,0.0,5.0,56.0,4.0,6.0,44.0,0.0,3.0,0.0,20.0,3.0,0.0,21.0,,86.0,23.0,,17.0,,,14.0,0.0,,0.0,,18.0,0.0,0.0,4.0,,22.0,3.0,0.0,5.0,0.0,6
Tonga,235.0,0.0,,10.0,0.0,117.0,,0.0,,0.0,,0.0,44.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,26.0,0.0,0.0,8.0,0.0,0.0,0.0,2
Trinidad and Tobago,6612.0,13.0,,16.0,6.0,132.0,7.0,34.0,20.0,24.0,1477.0,191.0,14.0,,36.0,9.0,0.0,6.0,15.0,10.0,,263.0,138.0,23.0,26.0,6.0,4.0,0.0,,9.0,7.0,417.0,4.0,2964.0,102.0,0.0,31.0,15.0,4.0,141.0,10.0,25.0,0.0,10.0,144.0,0.0,26.0,3.0,,141.0,18.0,4.0,3.0,0.0,56
Tunisia,315.0,0.0,0.0,,0.0,52.0,7.0,3.0,,4.0,32.0,5.0,0.0,0.0,9.0,5.0,0.0,4.0,0.0,,,15.0,4.0,13.0,6.0,0.0,4.0,0.0,,3.0,3.0,12.0,,41.0,8.0,0.0,7.0,0.0,,24.0,0.0,3.0,0.0,0.0,5.0,0.0,,0.0,0.0,24.0,6.0,0.0,3.0,0.0,2
Turkey,2742.0,6.0,,21.0,3.0,357.0,20.0,46.0,12.0,4.0,223.0,66.0,5.0,,71.0,24.0,,18.0,10.0,,,69.0,106.0,24.0,17.0,,14.0,,8.0,22.0,9.0,359.0,5.0,627.0,59.0,0.0,35.0,6.0,19.0,106.0,9.0,14.0,,10.0,83.0,0.0,,8.0,,149.0,34.0,6.0,7.0,,33
Turkmenistan,75.0,0.0,0.0,0.0,0.0,18.0,,0.0,0.0,,3.0,3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,4.0,0.0,,0.0,0.0,0.0,0.0,,,15.0,0.0,0.0,3.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,8.0,0.0,1
Turks and Caicos Islands,30.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,17.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Tuvalu,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
