,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
American Samoa,178.0,0.0,8.0,,0.0,45.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,3.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,13.0,0.0,5.0,24.0,0.0,0.0,0.0,3
Andorra,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Angola,161.0,0.0,,0.0,0.0,19.0,0.0,9.0,0.0,0.0,15.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,3.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,22.0,0.0,5.0,0.0,0.0,,0.0,,5.0,0.0,16.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0
Anguilla,47.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
Antigua-Barbuda,661.0,4.0,,,0.0,18.0,,8.0,,,118.0,38.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,20.0,16.0,,3.0,,0.0,0.0,0.0,,0.0,52.0,0.0,233.0,9.0,0.0,6.0,,0.0,13.0,,0.0,4.0,0.0,,23.0,,54.0,0.0,0.0,10.0,,,,0.0,10
Argentina,4170.0,6.0,4.0,47.0,,915.0,30.0,47.0,6.0,9.0,1436.0,59.0,0.0,15.0,4.0,58.0,14.0,7.0,11.0,8.0,4.0,,77.0,78.0,32.0,15.0,,13.0,,5.0,52.0,7.0,239.0,6.0,303.0,22.0,0.0,18.0,,15.0,52.0,37.0,3.0,19.0,,17.0,230.0,3.0,0.0,67.0,,102.0,24.0,3.0,12.0,,30
Armenia,2195.0,,0.0,13.0,,1829.0,12.0,7.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,,,,,,0.0,14.0,52.0,13.0,,0.0,,,0.0,42.0,0.0,36.0,,59.0,0.0,0.0,6.0,0.0,9.0,11.0,0.0,9.0,0.0,0.0,,10.0,0.0,0.0,3.0,0.0,12.0,16.0,0.0,6.0,0.0,2
Aruba,55.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,,,0.0,0.0,0.0,0
Australia,1636.0,,6.0,36.0,4.0,431.0,91.0,18.0,,4.0,89.0,25.0,0.0,33.0,11.0,39.0,19.0,8.0,10.0,8.0,9.0,4.0,34.0,51.0,32.0,22.0,4.0,18.0,6.0,4.0,25.0,6.0,46.0,12.0,126.0,22.0,,28.0,7.0,28.0,29.0,0.0,3.0,13.0,,18.0,110.0,4.0,0.0,27.0,,52.0,35.0,3.0,7.0,3.0,9
Austria,357.0,0.0,,13.0,0.0,77.0,17.0,3.0,,0.0,38.0,6.0,0.0,7.0,0.0,10.0,,,0.0,3.0,,,7.0,9.0,6.0,4.0,,3.0,0.0,0.0,15.0,,12.0,5.0,32.0,6.0,0.0,6.0,0.0,5.0,7.0,0.0,4.0,3.0,,,15.0,0.0,,,,13.0,4.0,,3.0,,3
Azerbaijan,834.0,,,9.0,0.0,198.0,8.0,7.0,,0.0,28.0,10.0,0.0,0.0,,31.0,,0.0,3.0,3.0,,,29.0,16.0,23.0,3.0,,14.0,,,,,32.0,0.0,220.0,4.0,0.0,22.0,3.0,8.0,26.0,0.0,,0.0,,,33.0,0.0,0.0,8.0,0.0,7.0,59.0,0.0,7.0,0.0,4
Bahamas,838.0,5.0,,3.0,,20.0,0.0,,,,583.0,57.0,0.0,,0.0,6.0,,0.0,0.0,3.0,,0.0,10.0,,7.0,,,3.0,0.0,0.0,3.0,0.0,26.0,0.0,23.0,9.0,0.0,4.0,4.0,,9.0,0.0,,,0.0,5.0,18.0,0.0,0.0,,0.0,14.0,0.0,0.0,0.0,0.0,3
Bahrain,85.0,,0.0,0.0,,19.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,0.0,,0.0,0.0,0.0,0.0,7.0,0.0,8.0,,,,0.0,,5.0,0.0,0.0,,0.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,0
Bangladesh,5345.0,13.0,,65.0,9.0,417.0,15.0,86.0,7.0,9.0,310.0,174.0,0.0,,4.0,77.0,20.0,20.0,32.0,14.0,4.0,0.0,176.0,99.0,313.0,66.0,6.0,27.0,0.0,,24.0,5.0,484.0,3.0,1734.0,25.0,,33.0,33.0,17.0,172.0,0.0,3.0,7.0,,30.0,386.0,,,,0.0,350.0,22.0,3.0,9.0,0.0,29
Barbados,1203.0,,0.0,,,20.0,7.0,25.0,4.0,,139.0,38.0,0.0,0.0,0.0,18.0,6.0,0.0,,,,0.0,34.0,116.0,5.0,3.0,0.0,,0.0,,,,68.0,,585.0,10.0,,,,,45.0,0.0,,,0.0,5.0,25.0,,5.0,0.0,0.0,10.0,3.0,0.0,,0.0,4
Belarus,1767.0,0.0,4.0,10.0,3.0,293.0,50.0,27.0,4.0,,66.0,29.0,,0.0,8.0,123.0,11.0,5.0,3.0,13.0,0.0,0.0,41.0,67.0,19.0,59.0,4.0,11.0,6.0,6.0,5.0,3.0,99.0,,363.0,25.0,,44.0,8.0,25.0,99.0,,3.0,14.0,3.0,6.0,22.0,,0.0,3.0,,43.0,102.0,0.0,19.0,0.0,11
Belgium,716.0,3.0,0.0,15.0,3.0,148.0,18.0,13.0,5.0,,77.0,33.0,,,,26.0,,,0.0,,3.0,,21.0,29.0,20.0,11.0,0.0,15.0,0.0,0.0,7.0,,31.0,,69.0,6.0,0.0,19.0,4.0,11.0,22.0,0.0,3.0,10.0,,,34.0,4.0,0.0,,,19.0,10.0,,0.0,0.0,4
Belize,1291.0,,0.0,9.0,0.0,569.0,6.0,,,,134.0,18.0,,,,96.0,3.0,0.0,3.0,4.0,4.0,,17.0,11.0,4.0,3.0,,6.0,0.0,0.0,19.0,0.0,28.0,,177.0,9.0,0.0,4.0,5.0,4.0,8.0,,,,0.0,9.0,93.0,3.0,,4.0,0.0,12.0,4.0,0.0,3.0,0.0,6
Benin,79.0,0.0,0.0,3.0,0.0,4.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,,,0.0,,,0.0,17.0,,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,9.0,,0.0,,0.0,,6.0,0.0,0.0,0.0,0.0,,4.0,0.0,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0
Bermuda,75.0,0.0,0.0,0.0,0.0,5.0,,,0.0,,15.0,5.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,,0.0,0.0,0.0,0.0,,0.0,,3.0,0.0,,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1
Bhutan,9.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Bolivia,2807.0,3.0,7.0,17.0,3.0,351.0,24.0,12.0,0.0,22.0,376.0,23.0,,,,40.0,4.0,4.0,4.0,6.0,3.0,,203.0,44.0,6.0,6.0,4.0,4.0,0.0,4.0,12.0,8.0,106.0,5.0,158.0,7.0,0.0,10.0,4.0,4.0,14.0,5.0,38.0,4.0,0.0,9.0,122.0,,0.0,24.0,0.0,1040.0,11.0,5.0,11.0,,31
Bosnia-Herzegovina,8176.0,19.0,,406.0,0.0,311.0,128.0,81.0,,4.0,570.0,375.0,0.0,3.0,159.0,566.0,146.0,545.0,27.0,364.0,16.0,24.0,58.0,113.0,381.0,121.0,4.0,682.0,,66.0,122.0,80.0,110.0,4.0,485.0,94.0,75.0,302.0,,101.0,228.0,0.0,9.0,5.0,51.0,97.0,247.0,3.0,0.0,251.0,83.0,199.0,218.0,0.0,149.0,0.0,86
Botswana,18.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0
Brazil,8808.0,14.0,5.0,82.0,11.0,1146.0,77.0,191.0,11.0,15.0,2356.0,203.0,,34.0,4.0,141.0,34.0,13.0,23.0,20.0,18.0,12.0,178.0,1295.0,74.0,36.0,8.0,24.0,5.0,11.0,67.0,55.0,772.0,10.0,527.0,86.0,,57.0,24.0,35.0,96.0,10.0,44.0,49.0,4.0,54.0,427.0,4.0,,114.0,6.0,162.0,68.0,9.0,32.0,,49
British Virgin Islands,67.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,0.0,0.0,,0.0,0.0,0.0,0.0,2
Brunei,25.0,0.0,0.0,0.0,0.0,9.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0
Bulgaria,3213.0,3.0,3.0,63.0,6.0,407.0,72.0,28.0,9.0,9.0,290.0,170.0,0.0,7.0,8.0,602.0,30.0,11.0,9.0,32.0,7.0,13.0,77.0,118.0,95.0,32.0,0.0,71.0,,,130.0,7.0,134.0,8.0,193.0,15.0,,42.0,5.0,18.0,93.0,0.0,4.0,34.0,4.0,19.0,98.0,0.0,0.0,15.0,0.0,103.0,70.0,3.0,29.0,,12
Burkina Faso,48.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,4.0,,,,0.0,0.0,0.0,0.0,,,7.0,,5.0,,0.0,,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1
Burma,1383.0,,3.0,9.0,0.0,588.0,10.0,,0.0,0.0,48.0,18.0,0.0,12.0,0.0,31.0,72.0,,4.0,4.0,0.0,,80.0,21.0,10.0,17.0,,3.0,,3.0,9.0,,20.0,,167.0,16.0,,16.0,7.0,12.0,25.0,0.0,3.0,3.0,,,53.0,,,0.0,0.0,65.0,17.0,,8.0,0.0,10
Burundi,76.0,0.0,0.0,4.0,,4.0,,3.0,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,,0.0,,3.0,3.0,,0.0,0.0,0.0,,0.0,,3.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,,3.0,11.0,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1
Cambodia,5869.0,26.0,4.0,66.0,,2041.0,65.0,49.0,3.0,,127.0,149.0,0.0,9.0,5.0,69.0,13.0,28.0,19.0,35.0,5.0,34.0,58.0,938.0,50.0,155.0,3.0,19.0,0.0,,18.0,13.0,35.0,,102.0,57.0,0.0,115.0,5.0,83.0,368.0,0.0,154.0,43.0,,35.0,310.0,0.0,0.0,39.0,,177.0,299.0,0.0,17.0,0.0,21
Cameroon,967.0,8.0,0.0,7.0,5.0,70.0,10.0,4.0,8.0,15.0,15.0,92.0,0.0,0.0,0.0,29.0,7.0,,9.0,12.0,3.0,,284.0,42.0,23.0,27.0,,9.0,0.0,5.0,6.0,,28.0,,29.0,11.0,0.0,29.0,7.0,,24.0,0.0,0.0,6.0,0.0,3.0,68.0,,0.0,,0.0,37.0,5.0,,8.0,0.0,10
Canada,12387.0,57.0,35.0,529.0,30.0,2003.0,305.0,173.0,25.0,23.0,1555.0,366.0,4.0,61.0,63.0,314.0,103.0,64.0,55.0,71.0,46.0,95.0,203.0,384.0,541.0,167.0,20.0,92.0,78.0,38.0,179.0,104.0,326.0,49.0,576.0,193.0,38.0,277.0,54.0,255.0,278.0,,31.0,129.0,18.0,129.0,855.0,8.0,,194.0,79.0,305.0,616.0,18.0,93.0,17.0,62
Cape Verde,1265.0,0.0,0.0,0.0,0.0,,,26.0,0.0,0.0,31.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,847.0,,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,302.0,0.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,0.0,0.0,0.0,4
Cayman Islands,24.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,12.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0
Central African Republic,19.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0
Chad,22.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0
Chile,2851.0,3.0,,42.0,4.0,507.0,29.0,43.0,6.0,10.0,809.0,54.0,0.0,4.0,5.0,50.0,9.0,3.0,0.0,6.0,9.0,,97.0,81.0,22.0,11.0,,11.0,0.0,6.0,39.0,,198.0,10.0,276.0,18.0,0.0,14.0,3.0,30.0,39.0,15.0,6.0,15.0,,15.0,96.0,0.0,0.0,64.0,,104.0,44.0,0.0,7.0,,24
"China, People's Republic",40017.0,96.0,11.0,384.0,45.0,14463.0,394.0,405.0,71.0,38.0,762.0,502.0,17.0,348.0,55.0,1556.0,208.0,85.0,146.0,102.0,79.0,40.0,1223.0,1715.0,752.0,296.0,62.0,295.0,18.0,68.0,332.0,75.0,1835.0,45.0,5867.0,317.0,14.0,583.0,91.0,586.0,1161.0,47.0,59.0,94.0,13.0,175.0,1831.0,20.0,8.0,124.0,27.0,1054.0,1023.0,44.0,189.0,13.0,154
Cocos Islands,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Colombia,22926.0,32.0,22.0,163.0,22.0,1349.0,108.0,422.0,18.0,19.0,9107.0,530.0,,20.0,8.0,396.0,59.0,22.0,55.0,34.0,56.0,9.0,300.0,527.0,56.0,52.0,20.0,45.0,6.0,30.0,111.0,38.0,3092.0,42.0,2719.0,278.0,7.0,99.0,46.0,31.0,358.0,160.0,239.0,202.0,,75.0,1123.0,21.0,3.0,79.0,,380.0,104.0,12.0,48.0,3.0,165
Comoros,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Congo, Democratic Republic",211.0,0.0,0.0,5.0,,12.0,5.0,,0.0,,8.0,18.0,0.0,,,14.0,3.0,3.0,,3.0,5.0,,14.0,6.0,4.0,,0.0,7.0,0.0,,0.0,3.0,,4.0,13.0,13.0,0.0,,,,3.0,0.0,0.0,3.0,,3.0,28.0,,0.0,3.0,,7.0,3.0,0.0,,0.0,0
"Congo, Republic",306.0,0.0,0.0,13.0,0.0,28.0,5.0,,0.0,0.0,19.0,20.0,0.0,0.0,3.0,11.0,,,0.0,11.0,,13.0,31.0,15.0,5.0,0.0,0.0,7.0,0.0,5.0,,0.0,10.0,0.0,13.0,14.0,0.0,,,3.0,5.0,0.0,0.0,0.0,0.0,4.0,33.0,3.0,0.0,3.0,3.0,12.0,3.0,0.0,,0.0,3
Cook Islands,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0
Costa Rica,2376.0,6.0,0.0,36.0,7.0,396.0,23.0,20.0,,,623.0,43.0,0.0,8.0,5.0,25.0,12.0,5.0,6.0,4.0,15.0,0.0,42.0,68.0,7.0,19.0,,4.0,0.0,3.0,31.0,,305.0,10.0,185.0,57.0,,16.0,13.0,14.0,39.0,19.0,,24.0,,21.0,154.0,,0.0,13.0,,46.0,19.0,0.0,7.0,0.0,12
Cote d'Ivoire,479.0,0.0,0.0,,0.0,37.0,10.0,7.0,4.0,3.0,7.0,30.0,0.0,,0.0,10.0,6.0,0.0,,,,0.0,68.0,15.0,13.0,7.0,0.0,0.0,0.0,0.0,3.0,,29.0,0.0,95.0,15.0,0.0,11.0,0.0,,37.0,0.0,3.0,,,3.0,19.0,,0.0,,0.0,20.0,7.0,,,0.0,3
Croatia,1251.0,,,77.0,6.0,129.0,24.0,,4.0,,111.0,29.0,0.0,3.0,16.0,94.0,44.0,28.0,5.0,8.0,4.0,5.0,22.0,23.0,35.0,12.0,,33.0,0.0,6.0,24.0,10.0,49.0,,80.0,20.0,3.0,104.0,,4.0,25.0,0.0,3.0,,10.0,7.0,46.0,0.0,0.0,20.0,0.0,44.0,18.0,0.0,41.0,0.0,15
Cuba,39871.0,12.0,3.0,120.0,8.0,653.0,25.0,44.0,5.0,5.0,34312.0,195.0,0.0,6.0,4.0,109.0,10.0,3.0,10.0,251.0,90.0,,44.0,84.0,94.0,12.0,9.0,35.0,,19.0,364.0,,1033.0,72.0,382.0,100.0,0.0,25.0,9.0,85.0,92.0,213.0,7.0,27.0,,56.0,432.0,6.0,0.0,14.0,0.0,109.0,34.0,,7.0,,635
Cyprus,160.0,0.0,0.0,12.0,0.0,22.0,,3.0,0.0,,13.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,0.0,0.0,0.0,8.0,3.0,,0.0,0.0,,0.0,0.0,0.0,0.0,18.0,0.0,37.0,,0.0,5.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3
Czech Republic,192.0,0.0,0.0,6.0,,31.0,7.0,,0.0,0.0,30.0,4.0,0.0,4.0,,24.0,,0.0,,0.0,,0.0,3.0,,7.0,0.0,,6.0,0.0,,0.0,0.0,7.0,,9.0,,0.0,5.0,0.0,5.0,5.0,,0.0,,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,3
"Czechoslovakia, former",629.0,4.0,0.0,11.0,,127.0,27.0,10.0,,,93.0,16.0,,,6.0,29.0,5.0,0.0,0.0,5.0,3.0,,14.0,15.0,16.0,9.0,0.0,6.0,0.0,,7.0,,31.0,,34.0,11.0,0.0,8.0,3.0,9.0,16.0,0.0,,7.0,3.0,7.0,31.0,,0.0,10.0,0.0,18.0,15.0,0.0,5.0,0.0,2
